Site	AICc_geom	AICc_mete	AICc_lognorm	AICc_zipf	winner
56	208.31332750599998	172.31224454379998	172.9417503585684	174.57515846599998	mete
58	233.857006818	106.58439718026668	78.50830940774287	77.27137364846666	zipf
62	495.43155941	342.216486350549	317.789987758	316.832311250549	zipf
63	926.791639378	700.8301524502745	679.1697123251881	680.2121880802745	lognorm
65	163.03127165840002	121.2379825014923	121.5751775614	119.19442460509231	zipf
66	527.2953350519999	280.4507290816098	232.87133110599999	229.53604884360973	zipf
67	1056.217473996	803.9750235133781	747.7575433532543	780.8980509373781	lognorm
69	334.81138918799996	223.34798901285714	211.65268329844446	209.6733469988571	zipf
70	484.39135057199996	282.46120084711106	254.06910979485716	252.37714037311113	zipf
71	685.043785912	472.77598344060607	445.7728833726154	444.75843932460606	zipf
72	331.162179	225.153699156	218.386717502	216.80157875	zipf
75	683.730480608	350.1029870194286	273.2353219381818	269.75005522942854	zipf
76	384.248225924	349.98131384666664	343.67608391450847	359.89352040066666	lognorm
77	591.590131294	423.34304794541174	391.1624199036119	392.9293080034118	lognorm
78	207.016074202	133.74084030849232	129.884987947	128.1434959346923	zipf
84	869.479922166	561.5879293258049	511.4715923441481	509.7799954978049	zipf
85	158.8365773314	124.0563011594923	125.5627432844	124.0421678536923	zipf
88	412.578282846	383.6932584874285	390.9634962221818	401.26528017342855	mete
91	421.92729219	283.006050284	272.96208595619356	271.51520928400004	zipf
94	307.65843547	175.5507402616762	158.0423511022	156.4063052310762	zipf
95	154.4983847232	128.56515478646452	120.0399419414	117.82330273726451	zipf
96	282.69738882	160.92040092827622	142.29578206719998	139.3566882888762	zipf
100	743.045806522	593.3327442916191	584.6502845052529	589.471581601619	lognorm
101	535.37102845	477.9716530786061	471.32026320861536	494.39377255260604	lognorm
102	182.32043218959998	88.94847718780001	75.63282151513333	73.7323167258	zipf
103	363.30328465800005	187.48629581014816	152.25870325133846	149.94385936914816	zipf
104	878.68903636	630.7384363604444	602.0090906806741	601.3805727224445	zipf
106	743.8408547560001	508.21772786128207	468.2960158678441	467.029789423282	zipf
109	509.26307570800003	336.6814918870612	309.618643914	307.3107262610612	zipf
110	646.805380714	416.30094433066665	378.6465084865084	377.44564184666666	zipf
111	1435.833240612	763.8864150436295	577.577934298806	577.4263459156297	zipf
113	768.18443881	445.5498161355385	383.573025798	384.3813065315385	lognorm
116	284.47919936799997	193.56201903866668	184.91703329803477	182.87879325326665	zipf
119	728.1429780939999	436.5930684650322	386.6348697274754	385.5424128830323	zipf
121	439.714332396	250.55510342360975	197.412005763	202.17100830960976	lognorm
124	506.79082891800005	391.9770650985965	383.0891562562857	382.6002610505965	zipf
125	380.478907674	228.02298718333333	206.1264550374483	203.3606469493333	zipf
126	780.93120964	384.9545033506667	299.75724624650843	294.65796204466665	zipf
127	546.601320934	330.3138887330612	289.046331554	287.6882143910612	zipf
128	491.083322906	348.54773047599997	329.0773969571837	328.996830344	zipf
131	367.414050244	270.92959207533335	268.6636534574483	267.7504667513333	zipf
132	594.39231669	453.1212706345965	447.82706390828577	448.1263537285965	lognorm
133	1302.290166648	915.9405331444173	858.4658729717391	857.7492906604172	zipf
134	1059.50417702	739.079734496	703.7769262012122	703.94398215	lognorm
135	493.160159316	405.88774824742853	405.71409781618183	407.93289878142855	lognorm
136	1325.4761459	909.7361863208655	791.8525650252942	795.9298587328655	lognorm
137	877.571541434	656.912487173956	633.1258682233333	639.3589801199561	lognorm
139	465.99459012	311.80953583773913	286.22603685266665	284.9153366577391	zipf
140	576.65521204	398.35811095849186	368.770618934	367.2692655024918	zipf
141	323.39031011599997	156.41304016347826	118.46379031165455	118.04533790567825	zipf
145	245.792976056	139.58266553478947	120.89308793386667	118.41110799838948	zipf
146	233.9530143	194.43668531668575	190.6299472650706	189.09870922708572	zipf
147	950.161662462	545.1704863272821	473.3833704058441	472.17795507928207	zipf
148	441.72569959599997	266.84294841400003	233.07592182769233	230.61667366	zipf
149	216.02828567	147.05730707973333	147.29678901670908	145.68307366193335	zipf
150	644.062141386	387.80952385903225	329.28926903547546	329.4883907350322	lognorm
151	187.96352920459998	155.0941001897895	157.51723254146665	156.17370228878949	mete
152	52.8022353174	46.449672711714285	42.90817814687692	40.31546712751428	zipf
156	232.130204878	110.90883593391429	88.92395090127691	88.0311036109143	zipf
161	377.461185796	237.32776371882355	213.3917360556364	211.38548224282354	zipf
169	411.27713112199996	344.35364621573916	330.88892224066666	348.7449820237391	lognorm
170	1036.590178794	653.2807221423959	576.149045408	578.019059576396	lognorm
172	298.843484136	171.70196651727824	151.51280287965454	148.42522166867826	zipf
173	753.4015536960001	544.3395119899482	520.6774154148421	520.6254895439481	zipf
174	395.27472244800003	314.42397415266663	298.4797097525085	297.3985693226667	zipf
177	730.839044812	455.438430976	412.4039430924762	410.301567696	zipf
178	244.700972146	149.3969511577895	135.38607136646667	133.87752221718947	zipf
180	181.6652694844	88.49012895023635	72.5905102226	70.22903516303636	zipf
181	406.00270082800006	248.82491401	227.86315654619355	225.585472966	zipf
184	554.275605218	418.11454202324137	400.8271159457895	406.9687192052414	lognorm
186	577.311683552	490.26972808660605	487.8317726086154	499.4780504386061	lognorm
187	747.871459518	459.00806764749206	414.0922779890967	413.44787174149207	zipf
197	566.66817851	418.07446849072727	406.87681220222225	406.5707825907273	zipf
199	1847.44904494	1092.6046402537447	896.9529620429947	901.6840411837447	lognorm
202	483.104607006	337.3366279569231	309.6013440876471	311.5017496949231	lognorm
203	102.2516689784	89.09167817042223	88.03164171234117	86.08066625902224	zipf
205	434.876088754	358.4407742849231	357.17697881364705	358.4905219569231	lognorm
206	417.46420969	346.2001323633333	343.7927451349361	348.40079199133334	lognorm
208	424.938385674	352.88552858706123	352.64967186800004	355.3020906390612	lognorm
210	551.677106278	306.8364147853333	254.20930854293618	250.42526827533334	zipf
213	462.647622062	278.066715448	245.48365451169232	243.103251786	zipf
214	994.29344197	540.5925807338048	449.20672426214816	446.1675051698049	zipf
215	1243.0169926239998	819.0295687910849	755.5832514785642	754.0644644570848	zipf
218	718.99605962	604.7232158435294	609.3840204668571	612.5560962535294	mete
221	323.12150092400003	221.929059226	215.17672779400002	213.889168014	zipf
222	305.60809097599997	167.8461134724	137.4934275792	136.20130586899998	zipf
223	428.152038614	334.389993012	326.6426512711837	326.035302216	zipf
225	474.05679054	286.08811170282354	265.29491884363637	263.12572315682354	zipf
226	544.4041221680001	401.49470531	393.41271106518366	393.009118204	zipf
230	336.788055288	232.81536120485714	224.84587632044443	222.91738014885712	zipf
233	184.43270419759997	135.49936608046664	124.31525017943478	122.03126552686668	zipf
235	834.45639753	598.8967442455294	569.779932694857	571.3362933695294	lognorm
236	586.88798838	387.5379891188889	371.11185116272725	369.79869831688893	zipf
241	197.7254261036	117.40941332733333	111.32022119730908	108.54747071973333	zipf
243	272.167319502	224.46959992648277	226.97705532257143	226.01561008248277	mete
245	307.67098570400003	210.13609779400002	202.30228271220003	200.4144591948	zipf
246	578.6796600280001	364.83783646097874	337.68371497921737	336.15358195497873	zipf
250	679.9423020959999	372.2052300870323	293.98090750547544	293.22445850703224	zipf
255	147.7262049078	113.6702940964	111.4105382852	109.067266679	zipf
256	405.832136448	259.7574286842857	239.23907661647058	237.16885612428572	zipf
261	464.449470542	326.35954307690906	311.21640995744184	309.9852947129091	zipf
262	576.092407198	364.12717557103224	311.4522884554754	310.46809859503225	zipf
270	139.181267578	74.7321037782	61.679605064933334	59.472756975799996	zipf
271	113.54142462979999	91.18504433518949	85.05053505166667	82.66776047418948	zipf
272	851.1561229380001	495.69181671294734	422.968489582	421.67254625494735	zipf
273	346.66314003400004	198.23136340325715	170.04472141844445	168.79489839485714	zipf
275	474.913115362	315.12662271581394	294.0276699597143	291.96980938181395	zipf
276	258.58159450799997	203.1530672624762	205.45659885	204.86556217247622	mete
278	536.787781094	511.391417597907	504.55233048058824	537.588034399907	lognorm
279	751.751804168	586.4998444240495	578.487044178	579.3581738440495	lognorm
280	697.6847920339999	460.4303107624928	420.41384600423527	418.49060411849274	zipf
281	146.671393835	84.98660141004444	79.42251873859999	76.43289149904444	zipf
283	562.9586106859999	379.58658548066666	343.8380524405085	343.13344467866665	zipf
284	880.138746698	640.254012022404	605.5508926775918	605.198152394404	zipf
285	127.017294645	130.75769569628574	132.31989584867057	140.53260673808572	geom
286	308.59300969599997	169.76172617799998	138.58507408	138.62809968739998	lognorm
288	552.945970352	375.62903283742855	346.5626222081818	345.5505794834286	zipf
289	413.702134576	192.72095450613332	140.7653131378483	138.4916145121333	zipf
290	434.138799136	316.8295825476098	308.10161270599997	306.9084165276098	zipf
292	303.523939676	198.8022984170182	190.6390898434286	189.0148501182182	zipf
293	1500.3720588639999	954.612229905027	825.0715233390613	849.923861647027	lognorm
296	393.84874051199995	291.3201407388889	277.26113633072725	275.6112832368889	zipf
298	718.96022473	549.8391510725479	540.8712862406667	541.653419440548	lognorm
299	743.788810838	577.1936457432821	570.0153731158442	570.4510999092821	lognorm
301	827.28585231	494.92492689933334	429.7566981021622	428.4737076813334	zipf
305	485.930922604	317.5975286938139	294.5937576797143	293.01510735581394	zipf
308	238.334410944	133.9399509662	121.0314398886	117.63414305139999	zipf
309	301.743333236	191.45704776846665	178.06081933063479	175.92766966806664	zipf
311	85.8124041954	92.7966622042	90.6596691672	101.90539552620001	geom
319	65.7901638986	70.0486672416	69.4286965936	76.3000086392	geom
321	408.65348311599996	258.68632361333334	244.2673633754483	242.47908983533333	zipf
323	497.48609551199996	399.4195245547272	397.5694907122222	397.9433139467273	lognorm
326	871.6110609819999	670.1925836026882	657.6972144086087	658.5852469306882	lognorm
328	208.54542464	175.2513578254121	170.7105899346	170.13248350061212	zipf
330	400.62427069800003	221.44268523721212	184.7092399076	182.21528629441212	zipf
332	938.07202438	670.776137232404	635.4120993855918	635.005023686404	zipf
333	799.889724418	570.6164961274021	524.784277366	523.3654820094021	zipf
334	890.292515732	727.7617810966208	717.459465502087	720.7163492306207	lognorm
337	608.76836162	397.9972908846667	360.64357910250845	359.07663909866665	zipf
339	428.235512836	350.47825403733333	343.70400534493615	351.46439944133334	lognorm
341	452.025610822	376.4518746181695	372.62906576972415	375.25332089416946	lognorm
342	400.15147292	255.975455588	239.55528780619355	237.380511408	zipf
343	204.127397164	138.83915893346668	135.55459445634287	133.10352234286668	zipf
344	995.849082762	869.8141061223263	852.8385575597142	884.8094605263262	lognorm
345	983.0518706060001	706.585740046188	653.2441626978621	655.386637694188	lognorm
346	371.08102403199996	203.98109806521214	162.6716019598	160.6038941852121	zipf
347	575.607779836	444.433642210169	428.6326724694286	428.02340134816905	zipf
348	641.131453382	478.25896675541173	462.60451758761195	462.35947700141173	zipf
350	565.34179483	480.6664615086061	481.3829433526154	489.16916520260605	mete
353	428.28828253800003	298.21625475323805	278.2444005908293	279.73779498123804	lognorm
355	1232.4741307	956.9329402579721	934.0577602182536	936.1293577159721	lognorm
356	808.87130422	721.0815200437144	719.728359830108	741.4663240717144	lognorm
358	437.012716128	277.8897435841081	254.42742004133333	254.0409823881081	zipf
359	216.240645406	110.12057781211429	91.43301873727692	89.8448924497143	zipf
360	493.23460725800004	264.6505481832381	210.55351903882928	209.1628668332381	zipf
362	579.299725154	460.02180081066666	434.4063720125084	459.3917192346667	lognorm
363	243.888434738	183.27850968693332	173.57015072844828	171.5311272797333	zipf
364	503.911853726	337.0274986837391	315.0183557706667	313.4932892777391	zipf
368	660.76815413	520.9381304833923	502.6889497998461	510.5159505033924	lognorm
371	460.647288642	349.0642041578139	341.5014581197143	344.73432982781395	lognorm
373	596.4661788459999	481.479235328548	474.3007866226667	476.222037198548	lognorm
375	888.307768228	541.7498244289474	485.95466952400005	484.7046725809473	zipf
376	304.61522105	270.6152092160645	275.455889334	281.0427791160645	mete
378	536.24092504	395.38856615253735	368.9800690518182	368.03662623253734	zipf
381	449.13006677199996	298.4925960798947	281.8067399023243	280.28920380789475	zipf
387	294.939905104	213.43517729799999	209.240910992	207.889504846	zipf
388	533.572567102	418.9941251149231	417.73339580364706	418.6467071809231	lognorm
392	938.4024904160001	751.3431106726956	734.0684039418946	741.3063056886956	lognorm
393	155.275590054	156.4814799064762	147.3517444378	167.7484578172762	lognorm
394	278.378045882	162.9348462509895	148.23991623386664	147.1314500243895	zipf
396	356.466561436	219.46853823984614	203.98830547099996	202.43216331384616	zipf
397	203.41072765599998	104.68211429051429	86.68980053667691	83.71481065331429	zipf
398	286.62401612	168.55329238444708	160.1177752168	157.1524384620471	zipf
399	704.2953845119999	504.65330110653736	480.1097047778182	485.7494486985373	lognorm
400	381.02046988800004	266.7069320552121	256.736810696	255.82805638121212	zipf
403	812.345227216	698.6233832155701	698.5038498791698	709.0134352175701	lognorm
405	500.86152435599996	404.63751777753845	396.643372742	397.1237681495385	lognorm
406	251.37299486599997	193.19040136698948	195.81978384506667	194.32705905778948	mete
411	336.64438315	176.69818427047827	149.17399862645453	148.24950768067825	zipf
413	536.616884476	291.4929651288235	262.1044195456364	259.8215390548235	zipf
415	676.4294702980001	478.2699517045373	455.0607048798182	453.9533623745373	zipf
416	1694.7036948579998	1352.5390443906797	1285.873839129619	1296.76179380268	lognorm
418	352.553409146	179.9100835496	145.7825817604	145.12174435219998	zipf
419	966.684911462	778.8126895826956	768.8904789618946	773.5782933506956	lognorm
420	462.40474914	280.170556966	248.1105582436923	246.451009504	zipf
421	704.28170346	443.25206963555553	386.4233392285071	384.3475141575555	zipf
427	420.134345984	253.4060494081081	223.72254495933333	220.44461714210811	zipf
428	499.56281192	404.34866948454896	401.39115229800007	407.21512386454896	lognorm
431	1227.787346434	715.1485913326667	636.3624399514737	637.0161130586666	lognorm
432	1089.225190974	695.409683866188	602.1692423298621	603.399919872188	lognorm
436	412.40755748199996	266.03191260711105	244.74307929685716	243.5265862771111	zipf
437	255.67280605599998	180.71622135258949	178.70821085986665	176.6175999077895	zipf
442	528.692425296	361.3990659249787	343.6116758732174	342.2661613149787	zipf
443	187.2081420244	99.08189615473333	84.6769939735091	83.30222094513333	zipf
444	574.4807681359999	347.418790494549	306.502891692	303.945804146549	zipf
445	1237.6739143060001	737.6890074112981	635.9218119842656	635.7168917032982	zipf
446	480.747166162	414.6093360834285	417.07806230618183	424.1889541494286	mete
447	261.213786412	231.3388803789787	226.3173619112174	230.35374408097871	lognorm
450	580.514312098	435.0594829921694	424.7108878437241	423.84939308216946	zipf
451	423.160473286	294.3995569031111	283.8011957068572	282.63801689911105	zipf
453	778.316315826	565.7135992609474	546.896411976	546.7176509569474	zipf
458	650.38208399	487.92708509849274	471.9885689362353	473.1671445704927	lognorm
460	219.853925094	196.05911394014817	195.88084465913843	201.69374989994816	lognorm
462	287.022058532	202.26982056784618	194.5233218686	192.54902165404616	zipf
464	395.42031100599996	201.1311932244	171.82281923879998	170.013603153	zipf
465	427.658535046	316.0439648629231	297.07365477364704	295.5886910769231	zipf
468	128.8332302732	94.69691133833332	92.7926754427091	90.09913497473332	zipf
469	796.384014538	677.076594844396	678.824703084	685.513847944396	mete
472	1431.5596104679998	1144.6264114561125	1123.9988844921695	1127.8838328581126	lognorm
473	237.371077888	172.55661978224705	172.4531578672	170.9392928328471	zipf
474	468.278052162	253.68424371882352	219.44538274963637	216.05507548082355	zipf
475	491.480251852	362.7023888693333	351.14047363293616	352.0827550473333	lognorm
476	417.98212194	207.14255830428573	147.8070251468706	147.55605941428573	zipf
478	658.71723881	503.95271867449276	494.2844622102353	494.4672998964927	lognorm
481	706.306095978	482.09236183353846	455.90864513599996	454.5920802995385	zipf
482	508.495560698	343.8608081973333	321.00348256093616	319.8724110193333	zipf
483	666.005580832	471.4727673274118	445.4963361436119	445.3470706314117	zipf
485	359.946735728	182.32438000944617	146.63393321139998	144.83217729864614	zipf
486	1106.48587662	858.5540107562686	832.1722218619099	834.3356457902686	lognorm
489	459.0212695	305.39646811523806	281.9321506368293	282.6729366112381	lognorm
490	846.61815845	531.1179227190844	459.2865658094146	466.4741409990844	lognorm
492	303.93678494200003	276.8967041472381	277.8420870208293	286.40142399723806	mete
493	131.7735735066	129.97452253047825	131.68277934725452	137.32206788687824	mete
494	346.861039792	171.26727462864616	130.72199912659997	129.21186761444616	zipf
495	151.64451457639998	77.184141627	63.33187179053334	60.7216372944	zipf
496	351.696882486	188.35332740220002	161.8749860922	158.71599345799999	zipf
497	453.92521502	220.03914369533334	178.66958616764828	175.82118461333332	zipf
499	340.363481876	206.93827833400002	191.4746078386	189.02445775179999	zipf
501	521.520194546	265.516185258	208.6340247936923	208.854930866	lognorm
505	484.76201777	356.0510855208889	343.77527446072725	347.1031332088889	lognorm
508	334.778034168	243.65452997321214	233.21142409599997	233.51117502721212	lognorm
509	786.01449726	601.2079226375294	586.5356800128571	587.9880887215294	lognorm
512	558.409091188	354.6176809341132	316.4675378067692	315.88538470811324	zipf
514	639.373613564	500.48973756660604	496.6293948446154	497.0868186106061	lognorm
515	297.003381274	154.81681419887826	120.60370554825455	121.53873452287827	lognorm
517	893.8935482119999	649.4514041394546	627.5325129904828	627.2191039114545	zipf
519	482.860115716	331.33799733173913	312.0776946006667	310.2385502277391	zipf
521	303.96470696	258.29510591149204	244.33615212909677	243.92249401549208	zipf
522	756.6748688260001	568.2041679318048	550.2638182421482	550.0978710198048	zipf
524	603.965630024	453.1610659712414	444.0200367637895	444.9891596012414	lognorm
525	1197.20978844	708.5458011794021	633.6153058040001	631.7149004874021	zipf
528	1241.0169381360001	849.770511788188	802.0560248818622	801.874583978188	zipf
530	715.886140742	436.9452279106667	394.20813066250844	392.41805097266666	zipf
533	153.9836791726	95.12441863104443	92.41908682459999	89.69598730844444	zipf
536	426.052594294	318.9540563191111	308.7713165248572	316.4174434271111	lognorm
537	560.596305886	469.1726504953333	464.5141697121622	468.29407847933334	lognorm
540	296.931418414	228.39644972266663	223.3628163244348	229.02001743866666	lognorm
541	1481.627491688	1013.0873180723315	890.0544436930322	889.9187380303316	zipf
542	571.620798076	336.1775974108889	299.00801158872724	298.3360298928889	zipf
543	216.526995398	227.10164156533332	220.39611493544828	246.98077903133333	geom
544	555.943633274	351.4400100688889	323.77193265072725	324.3948383888889	lognorm
546	1063.3907048639999	712.4462268652032	630.5793539357377	629.9810052612032	zipf
549	284.318894968	148.98255897527827	116.04960476245455	114.75742637787828	zipf
550	592.311185424	357.75414694607406	310.34662008433963	310.18547704407405	zipf
552	600.804736928	430.6866633546061	405.2038314406154	404.02091440660604	zipf
554	518.5089272419999	345.8457270653333	321.5477920029362	320.34030697733334	zipf
559	275.225456224	152.5607248442	131.45576845076843	130.1146214326	zipf
561	114.6709645124	116.89896624034814	116.87049201233846	124.84276247654816	geom
563	547.230023448	431.25264673553846	422.368106784	422.4138104415385	lognorm
565	398.914414196	250.9838198109091	210.14552027744185	209.4075333509091	zipf
567	361.241989296	217.8500591100645	192.9608479348	190.3158094578645	zipf
569	345.53509952400003	204.34960294181818	190.1964707562286	189.3095599966182	zipf
570	832.803422008	613.6948595478049	592.0253305081482	596.6822090918048	lognorm
572	736.453306156	534.1858088819481	509.8747707048421	510.0541498559481	lognorm
573	294.37579505400004	183.7163634614	174.0592967673684	172.31718084	zipf
574	493.851860112	373.44781875800004	356.6520078471837	365.195439784	lognorm
577	382.954466154	256.62234724711107	238.67611916685718	236.59424536711109	zipf
578	309.657964922	194.11685721479998	178.93425590419997	176.5434443254	zipf
580	1766.01178605	1292.1246909990475	1215.2735385259425	1216.4458548850475	lognorm
581	1753.861721344	1128.654940868198	960.0251734525373	965.7775947961981	lognorm
582	253.672060084	152.7163699992	136.99388935996842	135.1060810148	zipf
583	439.638434716	390.6259674380741	392.98654351833966	403.0546911880741	mete
584	897.383804802	622.4171533154545	585.7064713304828	586.4110127614545	lognorm
588	390.29545560800005	230.29007297885713	209.62251138444446	208.26246204685717	zipf
589	722.66741528	531.5373187609474	511.30793431	510.9718108509473	zipf
590	577.7785621180001	455.7301307006061	433.8123101806153	448.92760153660606	lognorm
591	297.723999716	138.01209811458946	105.93252185486666	104.63005337938948	zipf
592	401.74905563199997	214.59254650882355	169.08540036983638	168.01750242522354	zipf
595	454.15521695	288.1993918225641	264.02377783768424	262.4230505185641	zipf
597	641.562809034	536.2736996685479	526.7214553666666	543.1873027065479	lognorm
599	762.8744271260001	596.7401790100495	586.668640956	591.2040154660494	lognorm
602	123.649130721	83.05327404342222	63.60484770274117	62.449922207422226	zipf
603	798.2170553999999	535.573538004169	504.98136406342854	503.79607840216903	zipf
604	95.894965134	89.5882244176	92.64704044773333	93.60462821620001	mete
607	368.765984986	187.2631847998	154.9536332832	153.5474964558	zipf
609	402.30078727	268.14110909482355	252.95919384763639	251.85931442682352	zipf
610	999.394957354	724.5423657877064	687.8180432231111	687.7510854817065	zipf
611	436.14871668	323.11296465890905	307.08371490544187	312.51726234490906	lognorm
612	301.88724506200003	159.28927847441818	132.12881923202858	130.3497066680182	zipf
613	650.91307709	469.8593111961695	455.74913339972414	456.7480653281695	lognorm
614	280.792350882	131.50414472742224	101.92168904274116	100.27760590602222	zipf
615	1221.715620866	917.0915895197778	870.200710163916	877.9612901737779	lognorm
616	256.473972048	203.21862101485715	200.60411792864443	200.20627956725713	zipf
619	599.506247596	315.3590187790612	251.716277508	250.16866865706126	zipf
620	720.02768426	553.8095379140494	537.042262338	540.1314571740495	lognorm
621	520.134782926	367.31588380292305	343.3471495136471	347.02614236492315	lognorm
622	440.78944661400004	316.2907750412381	303.35234110282926	303.40207498123806	lognorm
624	230.143483708	165.96348841542223	164.34226128174117	162.35315647702222	zipf
625	458.704296708	319.7206797371111	311.8398454668572	310.81468522111106	zipf
627	665.603419694	471.35558352749206	451.8611958550968	451.116121375492	zipf
628	651.020059314	541.918711224054	538.7814836076438	548.0133764980541	lognorm
631	602.10840074	454.0460647252414	446.8045488837895	446.7053296432414	zipf
633	268.349644428	153.3965746540762	133.18628008739998	130.8023187168762	zipf
634	401.19072078	252.31222637121212	231.275162438	230.20944521521213	zipf
635	703.4625468080001	564.302268847619	556.523859671253	558.368212313619	lognorm
641	335.955693176	217.85548686048276	201.54645030337142	199.83398262388275	zipf
643	317.020149154	230.38392611184616	227.203893242	225.88388636384616	zipf
647	408.757815102	307.99438576090904	299.10661543744186	297.63337231090907	zipf
648	619.870890746	448.0586378295385	424.81944135599997	426.2233036115385	lognorm
651	225.57211108599998	118.82088952966666	101.85569997234286	99.19798160366668	zipf
653	615.621982138	347.6044465520741	290.09896843433967	287.75160101207405	zipf
654	798.3314169839999	584.188085204	562.4084285601772	564.4719298419999	lognorm
655	214.421030888	187.5732411758	188.63678262339351	188.3398836516	mete
658	751.739373552	560.4039391031579	526.8419692504681	526.0132780391579	zipf
663	86.2958740634	102.24184290344444	84.41413924060001	113.39714336804445	lognorm
664	274.111311342	163.56497081561818	145.68389659942858	143.3901275824182	zipf
666	108.51371919399999	106.3270797006	112.86921452973333	113.1312022324	mete
667	463.126209746	369.3468303369231	364.2757046336471	366.04098073892305	lognorm
668	711.0906592839999	501.7760710794118	477.51084633361194	478.74729412541177	lognorm
669	389.66001679	312.771018148	313.2247479376923	313.26253429400003	mete
671	553.3739122659999	327.63963143292307	277.6971727616471	275.7234777389231	zipf
672	191.2444244454	117.5412561600923	110.2254088982	108.16048923069229	zipf
678	271.54666779	173.146263052	163.90326328916842	161.61180587899997	zipf
679	664.5363585480001	497.65436464049276	483.7896580642353	483.66766264449274	zipf
680	317.12144937200003	177.75448863487824	155.88603614625453	153.84141916367827	zipf
681	590.905181656	328.7601718867273	261.44493866022225	260.40642744272725	zipf
682	704.4429821680001	442.167192796	396.9876498544762	396.35854109	zipf
683	451.182087018	252.16938654410808	212.99305872133334	210.8360220721081	zipf
685	176.5008189466	118.91430062531428	113.43825573567692	111.6690165543143	zipf
686	325.747957806	180.54615275367826	159.25985387585453	156.34939739047826	zipf
687	677.63669178	449.19309284053736	411.2700947718182	409.4652373405374	zipf
688	278.075597372	164.3004966438	149.2073511265684	147.3807765558	zipf
690	260.77204396400003	143.7470064502762	118.0421747308	117.00205027507619	zipf
692	498.859930766	350.5473884133333	333.44962808293616	332.33408967733334	zipf
693	437.851218192	364.32430579742856	362.7109500681818	363.68190449542857	lognorm
697	134.28637902719998	112.03167848744705	108.8428449492	110.29802348604706	lognorm
702	862.9864625260001	527.572903385907	448.41887755858824	450.66237884390694	lognorm
703	608.153268604	400.2762354801695	366.4090766637241	364.3146013081695	zipf
704	204.07259296200002	111.6534269022923	98.162857497	97.01954722709232	zipf
706	242.8060416	155.818075594	144.97243875056841	142.32852353719997	zipf
707	702.131759136	463.9044274905374	427.6637874158182	425.62588760053734	zipf
708	592.493911744	347.8809910009787	310.14108912321734	307.87920141697873	zipf
710	400.38581252800003	253.25411977333331	237.80072785144827	236.33626106533333	zipf
711	532.6709987319999	405.768610682	401.4674284131837	401.805931784	lognorm
714	228.227859188	137.59762098429232	131.675479194	130.04452995529232	zipf
716	536.834749828	292.0776580650612	225.320454694	226.89420244906123	lognorm
717	905.98969542	665.6088377408696	643.2478791478682	643.6322773068696	lognorm
718	327.430092752	328.20072985173914	321.98671665066666	352.29353290973916	lognorm
721	558.298688008	414.5750161135384	394.26602781599996	393.29749036753844	zipf
722	430.536434976	343.6030521533333	339.0655600849361	340.7279979613333	lognorm
724	174.26801619580002	90.46787478940001	79.79164089533333	77.43313226880001	zipf
