Site	AICc_geom	AICc_mete	AICc_lognorm	AICc_zipf	winner
2.0	633.539356182	582.259812817641	573.8953412968388	581.688713847641	lognorm
7.0	1820.2357416579998	1389.606194545986	1258.183444787158	1272.166504387986	lognorm
13.0	2539.38337194	1905.35454590853	1793.350966801544	1808.6708520485302	lognorm
17.0	1488.72750867	1031.1199547439535	937.7449241485965	938.8964554959534	lognorm
19.0	856.7008010760001	711.2708889007044	673.6177628850886	676.0031728147044	lognorm
21.0	126.03938539120001	122.72335738603635	126.99202519100001	130.49724292163637	mete
22.0	1650.3263609639998	1100.7213874077472	998.5836251398498	997.6734395257471	zipf
24.0	1392.710770358	1249.1005624633333	1211.6994811872642	1242.5145926853334	lognorm
26.0	2627.90050188	2115.6191015943004	2018.0795519911687	2047.6962798343004	lognorm
28.0	1100.721215692	965.6986291056228	908.2024208754545	927.1314319236226	lognorm
32.0	933.69350812	665.108323528	622.7980724932121	626.4364778099999	lognorm
34.0	392.80235838199997	331.5822646813924	314.7240647118461	313.72202713539247	zipf
38.0	1216.600625468	904.9359849342919	860.4881801381176	868.132021462292	lognorm
44.0	150.92043365540002	142.71972435849233	146.1631283976	150.8190819256923	mete
53.0	2561.66595404	1960.925129486771	1856.4123692444348	1873.4986091647713	lognorm
59.0	126.7616775458	126.52500759964707	126.7437168134	134.97315907344708	mete
62.0	1026.823100442	722.0934053992396	657.75474176	660.7059626652397	lognorm
69.0	2102.7757768	1576.6415153098483	1424.4303604480951	1436.326696151848	lognorm
77.0	689.988045448	540.2424964782248	520.7412341583636	521.8021218782247	lognorm
82.0	2585.22136686	1968.4182216947593	1840.045930035091	1855.7680035087592	lognorm
85.0	2833.8030658000002	2151.4111355773125	1998.5179793269015	2024.2385248373128	lognorm
88.0	1182.478703278	1075.507812793873	1063.6913234929405	1082.544011445873	lognorm
89.0	963.1950198239999	751.1549409838095	683.8354786114252	682.2745712418096	zipf
93.0	3057.41439634	2281.0229849426564	2124.1746796937687	2138.9350903826567	lognorm
95.0	1413.4461809279999	1027.254086131974	971.6624277585491	978.085118345974	lognorm
96.0	1026.3713958619999	787.9330230913782	756.5187976192542	765.6780734953782	lognorm
98.0	1781.66224461	1353.4438815785454	1230.169818796438	1238.7866538965454	lognorm
102.0	177.5565996354	164.5682075609111	163.20849505605716	166.65386243811113	lognorm
108.0	4407.97408946	3214.0239734844995	2907.8109743221053	2922.8852954644994	lognorm
109.0	66.20840912220001	69.1094522932	70.91306788296843	73.9421013712	geom
119.0	1507.2880305820001	1288.3895838228148	1246.7378990054276	1263.0026678228148	lognorm
128.0	2122.44588552	1381.3432750953746	1225.7154412751327	1224.6966996073745	zipf
135.0	2911.53842826	2126.1843899237465	1967.3903028412706	1981.9399076057466	lognorm
137.0	1050.354053348	791.3613391666667	730.7903598387517	730.9692302086667	lognorm
138.0	1194.074858834	875.945956042	841.1727035455484	843.4624643080001	lognorm
139.0	978.5184288360001	868.3915052742581	828.3913511759514	836.919073576258	lognorm
161.0	3208.78868762	2392.072219544615	2225.4874509826504	2244.9905852846155	lognorm
173.0	1980.300761384	1547.024965074	1469.6812933190843	1502.496849866	lognorm
177.0	965.647783614	786.1563460424347	725.9184534924918	730.3055717764348	lognorm
181.0	1188.619221026	933.3453915870269	901.1519548490612	909.859204631027	lognorm
187.0	278.728403274	258.92047152	264.84723624819355	271.645366	mete
194.0	386.476755018	305.64745260454794	275.6839794986667	273.82312698254793	zipf
200.0	1663.241271414	1405.1418646545446	1352.865907142	1363.4504346445449	lognorm
203.0	2244.62252206	1543.05560391962	1420.6914825891201	1422.84386877162	lognorm
207.0	144.22280031100001	109.90851816784445	112.9888258718	111.19379426024445	mete
208.0	890.231465158	688.0698198475701	666.7028218971699	667.32904725357	lognorm
209.0	1916.5126471279998	1412.197035205133	1255.489368380411	1259.363960567133	lognorm
212.0	1273.7825748980001	1110.0230703802858	1068.3889492846881	1073.8016478502857	lognorm
218.0	2058.8466002	1316.338017743778	1138.7656414025712	1141.2613243017777	lognorm
224.0	3453.5065973	2398.0610639826564	2182.314174053769	2193.0193993026564	lognorm
228.0	2097.86918138	1797.6486080295756	1740.2062470996173	1765.7695236815757	lognorm
234.0	1828.5494835420002	1433.4852320356233	1333.1564992976362	1353.6925952376232	lognorm
238.0	431.80307666	354.04489872811325	352.18075895676924	352.21256881411324	lognorm
247.0	1423.38177515	1221.6047066867156	1149.0787555084614	1164.8692406647158	lognorm
248.0	738.865330362	642.95022554	628.2294719495484	641.3126984300001	lognorm
259.0	1041.22711886	911.5687442555113	878.9089123725454	889.4186835535113	lognorm
270.0	815.966515912	654.0691974887059	613.5194692808889	615.0836034447059	lognorm
282.0	587.318076262	453.85730461216946	446.99548951772414	449.2736718881695	lognorm
283.0	996.941812714	778.8861096235789	694.1899244694921	692.5414719175791	zipf
287.0	1236.341194662	848.4125940480001	788.5790548575484	790.738576478	lognorm
301.0	2172.39755144	1972.8458104001008	1963.5140071768355	2012.6217477101009	lognorm
308.0	46.62636266	46.731607781	50.084734002733335	48.023070085200004	geom
309.0	1333.906586334	1198.1095425321769	1176.7793033793994	1190.0740400461768	lognorm
310.0	240.666933534	192.1566796502762	194.5687975522	193.74646802787623	mete
316.0	2220.83624124	1717.8706759648207	1610.3412868430032	1628.8126338868205	lognorm
317.0	998.118665152	836.746156362	790.3250242175377	791.86534685	lognorm
318.0	1347.14147041	1149.553443317503	1066.825939002147	1078.2399567095033	lognorm
323.0	1405.110465158	1223.639228530137	1171.8325612814021	1192.867069844137	lognorm
325.0	1831.6499712220002	1558.2835356924759	1510.352810975403	1559.807066764476	lognorm
340.0	855.98525365	702.60252769957	690.3171216471699	700.4219613235701	lognorm
348.0	1103.807076716	962.191122153873	920.1015212769402	925.3598891618731	lognorm
350.0	414.867793792	300.5825556868889	284.50903575072726	283.4904942688889	zipf
365.0	1734.524040866	1276.5023072594975	1198.981670190594	1209.9039203934974	lognorm
368.0	1796.474889496	1176.090277686528	1039.768850749796	1039.261073338528	zipf
374.0	324.12150936	257.55060894448275	258.67378002457144	259.4582427724827	mete
384.0	2486.03142814	1949.8153500543635	1842.9768124301881	1864.7393478603638	lognorm
388.0	354.103131896	272.6908972588235	270.7021527096364	269.7937266548235	zipf
391.0	758.49811993	595.2495989245161	551.4496132776097	551.4580182965161	lognorm
393.0	1223.308406414	1066.730684957163	1016.3549389423346	1025.0349758811628	lognorm
394.0	2020.8849841	1686.7755588688735	1610.1213656205646	1634.2788926988735	lognorm
401.0	3909.63136742	2884.9061844719363	2667.1775062399997	2694.9117084719364	lognorm
404.0	1169.154978324	1018.3657935423735	985.8182972760001	993.5805092303734	lognorm
407.0	326.664766328	248.76920042648277	247.3509698065714	246.7148317084828	zipf
411.0	1294.792959114	1123.0018466476226	1080.0262692774545	1093.0667064556228	lognorm
414.0	2546.17369704	1899.173194879166	1724.7841253397694	1732.8164163151657	lognorm
419.0	1055.379463974	915.3739205613746	874.2639690951328	884.0152935213746	lognorm
421.0	801.435636478	516.0124857584927	478.20014071423526	477.0586643364927	zipf
423.0	2814.5507574000003	2282.5743838537555	2164.102471864354	2197.4337259937556	lognorm
424.0	3120.07024804	2285.0253527526315	2024.644992075696	2030.3794485726316	lognorm
426.0	1157.093441152	1043.96535173823	1015.8039416119581	1026.50535719423	lognorm
430.0	1213.472442458	1083.2933197735724	1060.1109522094941	1072.8498153235726	lognorm
432.0	1117.699991942	898.8446629897777	816.1326621165715	814.5451130837778	zipf
436.0	1234.88495442	1099.426960108177	1056.3149738433992	1073.094276472177	lognorm
439.0	999.1243584539999	923.0368676646667	917.566189955021	929.9936483246667	lognorm
442.0	1411.933215272	1171.2973832754083	1105.1155145639548	1110.7027178274082	lognorm
444.0	1031.205647694	715.22557651957	664.9643722411698	666.9255743695701	lognorm
446.0	936.783500144	794.1605505901124	758.1678682621695	765.7820636721124	lognorm
447.0	72.5626151822	68.30104456004706	69.3277157662	67.52595480804706	zipf
451.0	3488.9468137	2514.6586132926313	2247.1051961556964	2272.0247863326317	lognorm
455.0	1450.943480704	1049.310107969696	986.0168158930192	996.3291289176962	lognorm
456.0	3815.88441092	2792.8542966697382	2563.523189968387	2583.788809909738	lognorm
457.0	1278.224395376	949.5975656868966	906.6276924733334	909.3753450828966	lognorm
458.0	977.595950548	873.0942047413499	845.5146973968596	849.2874599773498	lognorm
463.0	1964.667681312	1456.576664372098	1295.9087425582106	1301.2548683660982	lognorm
464.0	1087.98591661	947.1877462109801	900.483323768	908.2494365149801	lognorm
471.0	979.7419326080001	834.9526353660001	793.4539111235378	799.746927906	lognorm
472.0	972.333455452	800.8743440788571	757.7448871592413	760.4820060168571	lognorm
473.0	1095.280059988	758.8812093060885	705.2212032791429	708.2296638540885	lognorm
475.0	1270.99011705	800.8404569167693	701.0786192398139	698.8946722127693	zipf
481.0	3171.68276946	2179.967765591111	1982.537750723844	1986.7853384131113	lognorm
484.0	1136.457425372	975.8692072036736	930.6189212580673	937.2327424296736	lognorm
485.0	1042.644078642	896.6410032361827	856.5950660835596	862.2458614661826	lognorm
487.0	1281.4356639	941.8720550027059	900.4271506008888	906.2004681227058	lognorm
488.0	1261.946357776	902.4685675771451	848.5799438663076	858.0846266291451	lognorm
491.0	1281.98757246	1126.7639429353333	1077.836196375264	1088.8648462373333	lognorm
496.0	999.3565097119999	848.1648100081826	792.5168176375597	799.2892209881826	lognorm
499.0	4720.17403504	3457.8421009970493	3175.6461960934976	3207.700680197049	lognorm
501.0	212.95817477	203.86213168781816	208.28977120142858	215.94766867381819	mete
503.0	400.341640074	335.6374894780541	319.0793929496438	320.28423147605406	lognorm
504.0	782.518964438	660.3587341607044	622.1299838510886	626.6227650907044	lognorm
506.0	1733.117375604	1281.349574546	1207.2991502995376	1221.079571146	lognorm
507.0	152.113751778	154.8731065420667	153.44469680254286	166.3896209224667	geom
510.0	3263.03721424	2465.36768869523	2279.681079069474	2299.7138664752297	lognorm
513.0	311.079277646	267.3795824985965	259.4946941202857	260.1969413725965	lognorm
522.0	3080.41970236	2186.9420317247755	1931.4622122509575	1943.9382628227754	lognorm
531.0	1728.21756155	1338.247603277969	1239.160766051004	1254.142651771969	lognorm
533.0	1202.702954286	1103.885435708652	1083.2374888770587	1112.4937370406521	lognorm
534.0	2672.26716302	1958.3593158882638	1738.102636243145	1756.705047124264	lognorm
