Site	N	S	NmaxObs	NmaxPred_geom	evennessObs	evennessPred_geom	skewnessObs	skewnessPred_geom	ll_geom	r2_geom	NmaxPred_mete	evennessPred_mete	skewnessPred_mete	p_mete	ll_mete	r2_mete	NmaxPred_lognorm	evennessPred_lognorm	skewnessPred_lognorm	mu_lognorm	sigma_lognorm	ll_lognorm	r2_lognorm	NmaxPred_zipf	evennessPred_zipf	skewnessPred_zipf	gamma_zif	ll_zipf	r2_zipf
32	3699	102	1264	191.0	0.0452	0.5153	0.874639410803	0.44083218808799995	-466.84675406	-0.5359753426739999	473	0.2056	0.669534762507	0.994780312889	-331.53416176400003	0.520456750636	788	0.0602	0.9411755843359999	-1.50510591185	2.8131190096599994	-309.338430186	0.957195039232	13769	0.0158	1.0291070092499999	1.52852701595	-312.198238905	0.9151004791640001
34	378	81	71	22.0	0.1675	0.568	0.7373161937430001	0.444543187139	-196.40117919099998	0.50189311015	35	0.3818	0.5806251162380001	0.92279651016	-164.765815885	0.776574552594	91	0.1392	0.8604966660160001	-3.4743420896	2.56421613273	-155.28510927899998	0.964129333263	227	0.0619	0.936556496786	1.8578638485599999	-155.83569711200002	0.936226919639
38	4137	139	1349	165.0	0.0397	0.5146	0.946547809658	0.446927213782	-608.300312734	-0.19720193056	411	0.2116	0.676673005119	0.993340500089	-451.453393927	0.6955531419050001	1033	0.0528	0.990205578046	-1.27453261081	2.75598976323	-428.199972422	0.9857963884190001	30465	0.0113	1.09290280427	1.51833447065	-433.051412191	0.891305362345
44	852	15	365	192.0	0.2686	0.5417	0.532701179592	0.360740080267	-75.46021682770001	0.664984513278	363	0.242	0.532794642781	0.997322373092	-70.2060160254	0.940876843978	499	0.2037	0.586778599619	2.3732814507900004	2.0391657840799997	-70.5815641988	0.973205488795	40266	0.0715	0.650313337269	1.30494735297	-74.25569480899999	0.25176227674199997
53	5855	334	2525	111.0	0.0156	0.5178	1.26665889667	0.46109614924099995	-1280.83297702	0.029734238838599998	273	0.2339	0.686782681541	0.987044929061	-979.456540647	0.73858973835	1158	0.0423	1.1234893175299998	-1.67977163539	2.65501688499	-926.1880577339999	0.986625703961	41989	0.0057	1.26687564812	1.58214422163	-935.7432804860001	0.8697710990430001
59	206	19	81	38.0	0.2774	0.5603	0.6387428117589999	0.377017868395	-63.3808387729	0.8443360249040001	62	0.3263	0.522898720674	0.9760260507459999	-62.144856741000005	0.8426944169480001	51	0.39899999999999997	0.514363634153	1.4917279551299998	1.2268289956799998	-60.9968584067	0.932274793503	1699	0.0705	0.69492115387	1.4561035536700002	-66.3689324779	0.051073077024400004
62	3002	123	1077	132.0	0.0316	0.517	0.9289141812080001	0.44579385851899994	-513.411550221	-0.6364547821800001	314	0.2226	0.665382770735	0.99147398699	-360.030173774	0.395253083066	447	0.07	0.954959293957	-1.9553069829400003	2.66692102487	-326.82737088	0.9603248224359999	4823	0.0168	1.05858934716	1.6112431921	-329.336452407	0.9267455890719999
69	3352	318	1555	65.0	0.0142	0.5282	1.25620475373	0.459986746013	-1051.3878884	-0.126021246019	144	0.2717	0.6656203374499999	0.974901131633	-787.3144285410001	0.532806568455	303	0.0852	1.0545829786499998	-1.8767382750900001	2.2821950390200003	-710.196132605	0.98052890093	4042	0.0107	1.2346895752200002	1.7317902454900003	-717.1570189619999	0.918124181866
77	1529	91	344	85.0	0.1127	0.5247	0.7559064407930001	0.43779664372500005	-344.994022724	0.16522926382	185	0.2489	0.640949131416	0.9863230692839999	-269.09877632900003	0.770940546259	654	0.059000000000000004	0.931498461214	-2.57558018974	3.04483542912	-258.30243526099997	0.9768762589650001	5416	0.0199	1.00211295741	1.5702440197299998	-259.878589029	0.922494499734
82	5159	355	2216	93.0	0.0148	0.5211	1.27824181508	0.462594527465	-1292.61068343	0.00224002909221	220	0.2459	0.6815266517120001	0.983514541801	-983.203445125	0.690666671261	801	0.0495	1.11895772455	-1.8341606064900002	2.5578251333	-918.005919563	0.992980800204	20548	0.0063	1.27378980853	1.62796393538	-926.878336032	0.8968056599680001
85	5660	389	2650	94.0	0.0114	0.5204	1.2996550329	0.462432954335	-1416.9015329000001	-0.056871757393300006	224	0.2456	0.682715042261	0.983540512658	-1074.70039983	0.660818648164	575	0.0662	1.09616795038	-1.2288349706200001	2.2950100560799997	-997.243445622	0.988254370961	22612	0.0058	1.29235472965	1.6309491322100003	-1011.11409446	0.862925176746
88	1088	254	86	24.0	0.209	0.5688	0.858416445721	0.463132210964	-591.239351639	0.756232761318	42	0.3817	0.618263380513	0.9125788729629999	-536.745969889	0.9309440180509999	116	0.1744	0.933457294583	-1.02134624075	1.81318998551	-529.8217573640001	0.9853675694499999	1826	0.0162	1.18024913786	1.77656107004	-540.264069215	0.8099971288339999
89	1149	170	158	37.0	0.0897	0.5445	0.809707904467	0.454494081936	-481.59750991199996	0.19723397323199998	70	0.3207	0.627358958968	0.954219957234	-374.56556573	0.630953979872	266	0.0678	1.01603412845	-4.73787458426	2.99596046446	-339.881811162	0.97407858567	700	0.0289	1.08926609305	1.8255300404900003	-340.125380859	0.961777277793
93	6877	401	3110	112.0	0.0119	0.5176	1.30732029214	0.463487546889	-1528.70719817	-0.11653222526799999	277	0.2343	0.6903821254379999	0.9866766327150001	-1139.50647994	0.656129082661	1233	0.0371	1.16257266922	-2.20876191408	2.74638276333	-1060.07226447	0.994383563407	31484	0.0053	1.3008592729600001	1.61447750886	-1068.46253266	0.9076273400589999
95	5403	156	2842	197.0	0.0223	0.5132	1.1058120115899999	0.450695158393	-706.7230904639999	-0.337573940055	507	0.2034	0.6860497986059999	0.994476944402	-512.614056053	0.657859130211	1537	0.0413	1.0265888839	-1.7953151990599998	2.9847123759900005	-483.79199819300004	0.993782854877	40033	0.01	1.11666283963	1.5159737976700003	-488.02957216	0.906126149072
96	3154	121	962	141.0	0.0596	0.5166	0.903787812351	0.445572946922	-513.1856979309999	-0.028406812160999998	338	0.2194	0.66728110778	0.992146920317	-392.94970482300005	0.7458938424410001	749	0.0667	0.950137955706	-0.7500708531270001	2.54989831926	-376.208551352	0.980701832851	27110	0.0127	1.06524580246	1.5110261726299998	-381.822230025	0.870613923372
98	2680	277	1256	58.0	0.016	0.5317	1.2295243652399999	0.45788259890199995	-890.831122305	-0.019241303089900002	125	0.2803	0.658066193747	0.971869691863	-675.714668062	0.5890495925370001	290	0.0842	1.04243748501	-2.09374513563	2.34703220886	-613.063011588	0.9863327373630001	3065	0.0126	1.20492692051	1.7393862613	-618.386054221	0.9172614851600001
102	164	38	53	17.0	0.2012	0.5755	0.769460562945	0.410863099056	-88.7782998177	0.764950349022	26	0.4058	0.548882462723	0.913532026112	-81.2285482249	0.91707810779	29	0.3483	0.645149562226	-0.362945183019	1.4964046160299997	-79.4328189566	0.960266806635	175	0.0846	0.804344151957	1.76283409902	-82.27137566350001	0.75644920227
108	8593	611	3774	97.0	0.0082	0.5208	1.39218810163	0.466214930349	-2203.98704473	-0.273832140238	237	0.2462	0.690524181506	0.9827998533840001	-1606.00870267	0.517852160305	1049	0.0365	1.22723801237	-2.70222654093	2.6961977444	-1451.89561874	0.9918263450679999	17943	0.0047	1.3775455624000001	1.68913643292	-1460.43936366	0.937867250835
109	48	22	7	7.0	0.6386	0.665	0.428282889897	0.435178148582	-33.104204561100005	0.9664299344949999	8	0.6011	0.48659410693599997	0.753317318857	-33.454726146599995	0.849255270154	7	0.665	0.435178148582	-0.060614077548199995	0.830813568986	-33.140744467800005	0.9664299344949999	26	0.2514	0.6654987742149999	2.00407218385	-35.8710506856	0.595658134942
119	1736	272	230	37.0	0.1035	0.5465	0.967617372982	0.456219565995	-753.6440152910001	0.569474884885	73	0.3246	0.639668317505	0.950435233204	-643.187384504	0.869703660587	233	0.1087	1.00368214971	-1.3151328359999999	2.1002332731999998	-621.34664467	0.994973037888	4173	0.0114	1.20611928592	1.7113880897999998	-630.493926504	0.86917782456
128	8787	229	2450	233.0	0.0233	0.5107	0.988708597617	0.456525412316	-1061.22294276	-1.1716072581299999	633	0.1958	0.7026613401909999	0.995129261662	-689.662826975	0.197961605134	2352	0.023	1.12934889344	-5.52812474215	3.7927796232699995	-610.831171965	0.985494129785	12915	0.0092	1.18524682074	1.6132014754700001	-611.339539231	0.977531298187
135	7430	365	1931	131.0	0.0207	0.5156	1.13318887705	0.461092761171	-1455.76921413	-0.298154591795	334	0.2242	0.694826246759	0.989286563137	-1062.08668532	0.574300485747	1141	0.0406	1.14061443677	-1.9366357588299998	2.68586184576	-981.678576835	0.9850243501070001	33153	0.0056	1.2828006700599999	1.6029231380700002	-989.9644441610001	0.909983378323
137	1847	152	746	67.0	0.0357	0.5273	1.0613042522799998	0.44825223436000006	-525.177026674	0.00110418934388	144	0.265	0.650224900611	0.9791899812579999	-394.66733625	0.640392091122	574	0.0482	1.0212847518000001	-4.32980506488	3.21386666163	-363.354911463	0.9856915066099999	2450	0.018000000000000002	1.09124193968	1.68682332856	-364.471281771	0.9627758089219999
138	5206	127	1083	225.0	0.0821	0.5131	0.798976363526	0.44648369616300004	-597.037429417	-0.217859322391	582	0.1982	0.683137064157	0.9955070970540001	-436.956978021	0.703810972342	3085	0.0314	1.02021275912	-2.81207046208	3.5323113859	-418.537964676	0.9778168391600001	54341	0.0113	1.0770835286700002	1.48409529675	-420.71523215400003	0.918907254889
139	780	250	95	17.0	0.1494	0.5968	0.9961099758349999	0.469396415989	-489.25921441800006	0.684254492584	26	0.4483	0.595925284095	0.8597003445029999	-433.187688121	0.8376566580679999	63	0.228	0.916611561338	-1.92984854135	1.83102352436	-412.17138409	0.977754214376	340	0.0429	1.13071522155	1.9820476532099998	-417.451472272	0.903486291522
161	7352	418	3376	115.0	0.011000000000000001	0.5175	1.3146349277	0.462609111391	-1604.39434381	-0.145591712489	288	0.2326	0.6921152387270001	0.9870999825769999	-1195.03130208	0.645629257179	1071	0.0426	1.1531332868100002	-1.7879985408	2.6002358401	-1110.72926766	0.993287729153	36552	0.005	1.31008120826	1.60990854595	-1121.49048495	0.896084202885
173	4842	252	1975	117.0	0.022000000000000002	0.5173	1.1831056443299999	0.457404057656	-990.150380692	0.0491194386766	285	0.2301	0.6820828476240001	0.9884732923370001	-772.504482537	0.75024448964	519	0.0869	1.00223199979	-0.19958674455800002	2.10360536436	-732.816550274	0.982320476738	53576	0.0067	1.21255878299	1.5449051642200002	-750.240424933	0.7938816139210001
177	1012	186	185	30.0	0.0721	0.5552	0.9249473791230001	0.45715086688600004	-482.823891807	0.359473065968	54	0.3482	0.6200517977350001	0.937999643385	-392.067303456	0.705143668815	114	0.145	0.941217891636	-2.12148917205	2.13498187069	-360.926439861	0.963881003161	672	0.0289	1.10357542685	1.8433635723900001	-364.14191632300003	0.916740702515
181	2976	150	1010	111.0	0.0469	0.5184	1.0232513294399999	0.45017494627	-594.309610513	0.15371875127	260	0.2325	0.6669829323300001	0.988932446083	-465.65918228	0.812160283099	875	0.0558	0.995134839184	-1.28045585504	2.6784905382499997	-448.535161098	0.987589265297	24968	0.011000000000000001	1.10698895696	1.53522447523	-453.916088802	0.868247090975
187	771	34	146	94.0	0.2913	0.5344	0.5182672156220001	0.406192397874	-139.364201637	0.680358033318	187	0.2503	0.593328119138	0.990658380091	-128.39773576	0.968927339086	395	0.1485	0.717849002456	1.20514927016	2.0928699435199998	-130.230069737	0.952824524278	25374	0.0354	0.81531351353	1.3949322935600001	-134.760183	0.428021221793
194	401	75	134	25.0	0.0776	0.5647	0.845702085891	0.43640273455	-193.238377509	0.21539242064800002	42	0.3617	0.592386596945	0.936446256936	-151.796329042	0.593900284525	79	0.1438	0.8522975205140001	-4.18434307927	2.6862363678	-135.758656416	0.9621691098909999	149	0.0802	0.910922440332	1.9091904023900002	-135.884166231	0.951526394303
200	1888	303	208	37.0	0.1042	0.5474	0.929626966952	0.46094248234800006	-831.620635707	0.530763489694	72	0.3268	0.639809764205	0.9487516272390001	-701.5642878089999	0.855151146626	304	0.0836	1.0529279841299999	-1.9855112637799999	2.3178238386000003	-674.412953571	0.9770236452850001	3657	0.0114	1.22422908483	1.7346676714400002	-680.718572804	0.900728149333
203	9049	244	1300	227.0	0.0491	0.5109	0.8237768814059999	0.45736804493999994	-1122.31126103	-0.6854720232529999	618	0.1967	0.7035962526909999	0.9949217406499999	-770.519537497	0.453140178591	2801	0.0245	1.1304912279500001	-3.5956428111000003	3.44497810964	-708.3208450289999	0.975859996281	38433	0.0072	1.20457038731	1.55837345956	-710.413669923	0.9462393858220001
207	2851	11	2344	800.0	0.1322	0.5499	0.576743484816	0.33675240491499997	-72.11140015550001	-0.25788359297200003	1559	0.2288	0.504082353573	0.999758105769	-53.7320368617	0.839359167442	1883	0.1316	0.5754509209800001	-0.134583065156	3.90174401699	-53.7444129359	0.9743840705910001	14307	0.0975	0.584595540704	1.30548226729	-54.3746749079	0.9013570636750001
208	2435	109	587	118.0	0.0973	0.5195	0.8461292412129999	0.442204609877	-445.115732579	0.129296366732	273	0.2294	0.657261939815	0.9904723792219999	-343.016218335	0.802192729447	2334	0.0314	1.0012757110400001	-4.92087662382	3.95188806359	-331.294807175	0.978188147422	15098	0.0148	1.04242036341	1.53027520512	-332.645832038	0.9256853584799999
209	2943	295	1439	61.0	0.0138	0.5299	1.24256218642	0.460843438239	-958.2563235639999	-0.20419111901700002	132	0.2769	0.660763278703	0.9729964495810001	-705.091691664	0.46939325768299994	340	0.0686	1.07750554473	-2.97015677625	2.57415432924	-625.724136245	0.982802544367	2248	0.013999999999999999	1.2111447231999999	1.7750975082799998	-628.675154345	0.947573441988
212	1137	282	183	23.0	0.10400000000000001	0.5738	1.13271833482	0.464256430678	-636.8912874490001	0.6409472353310001	39	0.3939	0.615080031701	0.9044743042010001	-554.004392333	0.8629622061900001	160	0.1148	1.02166416074	-2.60680499324	2.2641973223700003	-532.172969266	0.977583927578	888	0.0227	1.18222665424	1.86826037895	-535.893681068	0.9103430348360001
218	7898	227	4653	210.0	0.0115	0.5117	1.1536945418100002	0.45624141357000003	-1029.4233001	-1.68552772374	563	0.2	0.699365223981	0.994507836616	-657.1601199830001	-0.104427396914	716	0.0469	1.07183972664	-2.90105704152	2.8701944582700003	-567.3560349869999	0.9672302440330001	6769	0.0108	1.17781802343	1.65486934495	-569.6217732619999	0.944854563078
224	11140	401	2754	183.0	0.019	0.5118	1.09051595366	0.462848686583	-1726.75329865	-0.687626360626	495	0.2073	0.7077732658670001	0.992745836017	-1198.02551946	0.42331005936800004	1790	0.0295	1.1833960912100001	-2.57791576048	2.9422304039	-1089.14201165	0.9893499006759999	42259	0.005	1.30290888062	1.5982297089700002	-1095.50468712	0.9376867440559999
228	2412	379	279	39.0	0.0893	0.5461	1.03758564275	0.46096592567199995	-1048.93459069	0.580802473684	78	0.3231	0.645739746134	0.950237638747	-897.818998975	0.8770115481640001	273	0.1035	1.04475820574	-1.2046125663299998	2.0585895979299997	-868.0871661030001	0.9932621262100001	6897	0.0082	1.2749773556200001	1.70862369701	-881.8794568010001	0.85479139881
234	2882	278	1277	63.0	0.0178	0.5283	1.2306892918999999	0.45970532852799995	-914.2747417710001	0.135092178679	136	0.2743	0.6600571597129999	0.974340878531	-715.735369641	0.691577959704	267	0.1047	1.00542641698	-1.0723234089700002	2.08289682557	-664.5564314669999	0.97436670608	6737	0.0097	1.21617490105	1.6770256874	-675.839051242	0.8604380645290001
238	1053	55	188	88.0	0.20800000000000002	0.5266	0.555399897415	0.424430950184	-215.90153833	0.349555809702	183	0.249	0.6183622255210001	0.988420717932	-175.984713515	0.87217742783	983	0.0572	0.866002122457	-3.24109955128	3.5493961722600003	-173.974994863	0.946723924681	6329	0.0275	0.906262406802	1.5061579555899998	-175.068548558	0.858296124878
247	1271	315	211	23.0	0.0719	0.5761	1.09189035067	0.45898071212499997	-711.690887575	0.578186024691	40	0.3926	0.618481981316	0.904578950686	-609.795963567	0.8032691055940001	90	0.1968	0.954140293662	-1.53355505619	1.8121447894599998	-572.520146985	0.978903242024	822	0.0233	1.1989508783	1.8931015621	-581.428230556	0.8734665282870001
248	921	127	211	38.0	0.1062	0.5413	0.9403122497740001	0.446433557104	-369.432665181	0.6148571977489999	71	0.3174	0.620051840125	0.958450220525	-320.45911277	0.8974211594779999	136	0.1635	0.86025374248	-0.49230574837200003	1.8685265113999998	-312.066348878	0.984200760874	2862	0.0188	1.05973505003	1.65284811929	-319.640349215	0.809759914508
259	961	223	116	24.0	0.1245	0.5702	0.935684478036	0.459847693591	-520.61355943	0.645939691891	41	0.3834	0.614916795128	0.913345552981	-454.775322354	0.8640600394269999	104	0.1704	0.935396793804	-1.51764295628	1.92207327351	-437.427183459	0.986458684122	934	0.0233	1.1429601118500001	1.8300411511	-443.700292003	0.8706678195630001
270	1046	138	259	40.0	0.0691	0.5432	0.9306782622959999	0.446363185855	-407.983257956	0.30934434302200003	77	0.3111	0.625064111834	0.960889534152	-326.019892862	0.741361338661	214	0.0927	0.951780403199	-2.6558790545099997	2.5413506436200004	-304.715290196	0.990482544921	1149	0.0247	1.06257887558	1.7431762313799999	-306.52709584	0.943660711265
282	2796	61	1173	218.0	0.0779	0.5188	0.8530750867829999	0.426249441756	-293.659038131	0.023357569761299997	523	0.2034	0.6493882112870001	0.996078314585	-225.894754001	0.853277825385	1895	0.0529	0.8824859966799999	-1.42018192884	3.30011179764	-221.394296483	0.987195072846	39558	0.0211	0.931520898756	1.43181447018	-223.602937639	0.867296772795
283	1045	192	154	30.0	0.084	0.5564	0.885745490803	0.454398840635	-498.470906357	0.22811521429	54	0.3479	0.622337333282	0.9380294241830001	-388.432528496	0.6162493910869999	332	0.0486	1.06771504121	-8.63330736722	3.72861092046	-345.063216203	0.988681696136	401	0.0388	1.0944375898	1.91576637005	-345.26020964300005	0.9848424120829999
287	6137	127	3579	265.0	0.0221	0.5126	1.05843896145	0.445672020289	-618.170597331	-0.76885340736	703	0.1914	0.6873870670569999	0.9963216870620001	-423.190297024	0.490792715369	1860	0.0364	1.0107373938	-2.89008147393	3.37340561658	-392.241140332	0.986804916591	24613	0.0124	1.07434544051	1.52024715268	-394.353288239	0.939620291407
301	2445	398	186	38.0	0.1813	0.5468	0.963473865604	0.46447792388899994	-1086.19877572	0.744434836079	75	0.3274	0.645312264825	0.9477269413689999	-985.417854695	0.959538531656	242	0.1347	0.9967388798029999	-0.369096944116	1.81156691324	-979.741813715	0.986810749461	17119	0.0061	1.2943566748	1.65036367917	-1005.30582335	0.7271242388920001
308	37	12	10	9.0	0.4773	0.6234	0.39846351731299995	0.34430240272	-23.31318133	0.8242711296549999	11	0.513	0.46126782442	0.857836298645	-22.1658038905	0.9137979667049999	13	0.4426	0.496389585902	-1.14743894001	1.6915060020800001	-22.3757003347	0.9621208769249999	23	0.2771	0.559826223288	1.8679892999	-22.811535042600003	0.83163336754
309	1188	296	83	23.0	0.1984	0.5741	0.8758537101809999	0.463188455454	-666.953293167	0.720784733352	39	0.3955	0.614982137631	0.903829125665	-598.047968545	0.90746468683	137	0.1455	0.9872243490520001	-1.63437866928	1.9853110266299998	-586.369173874	0.9828898984119999	1403	0.0175	1.20210034144	1.82299296182	-594.030217302	0.861982791706
310	1595	23	580	264.0	0.2066	0.5299	0.545117040549	0.386337737573	-120.333466767	0.12955166632200002	557	0.2139	0.5842858547640001	0.997686279346	-94.9831017299	0.889598444944	1935	0.08	0.718665097429	-1.77983502738	3.90327998855	-94.98439877610001	0.9428559484550001	16623	0.0505	0.736955731482	1.3730531981099998	-95.77799591870001	0.8279136885449999
316	4125	314	1773	82.0	0.0167	0.523	1.25275110425	0.460899257992	-1110.41812062	0.0808481689555	189	0.2541	0.674482628732	0.981206280658	-857.9289277260001	0.718127974112	529	0.0674	1.0699955170200002	-1.36357907559	2.34676851476	-803.151350817	0.9938866812720001	15524	0.0072	1.24767993445	1.6332323723299997	-813.399906687	0.8765341174600001
317	982	202	113	27.0	0.1138	0.5597	0.8784485212559999	0.461452228225	-499.059332576	0.514489350515	47	0.3649	0.618290879417	0.9272062256929999	-417.363078181	0.802507618637	178	0.098	1.0003719558	-3.186496271	2.49998619438	-393.132361355	0.989051321065	734	0.0271	1.12009798771	1.8444700264900002	-394.922673425	0.945377199065
318	1142	316	245	20.0	0.0567	0.5862	1.18934865381	0.458125219765	-673.570735205	0.555331914889	34	0.4146	0.611357163396	0.8876451894349999	-573.7703522319999	0.768559707637	77	0.2091	0.954746224845	-1.90969822749	1.8495445341099999	-531.3938001719999	0.9717415613779999	487	0.0329	1.1818406772399999	1.96422257884	-538.1136089280001	0.897028757077
323	1330	294	156	26.0	0.0997	0.5651	0.9798732519460001	0.462854252112	-702.555232579	0.629435865694	46	0.3736	0.6226466463920001	0.9192479645730001	-610.81276495	0.854822752649	105	0.1866	0.9448170200589999	-1.1323770525399999	1.7795124185099997	-583.895662084	0.9821724752009999	1492	0.017	1.20231062169	1.8155779171200002	-595.426685607	0.844851082712
325	3063	271	885	68.0	0.0396	0.5267	1.1876658977799999	0.45817532991099996	-915.8249856110001	0.495835620832	151	0.2668	0.663614917746	0.9771123144670001	-778.134332902	0.899768905698	283	0.1342	0.947524255391	0.147198812961	1.79982567338	-753.154017428	0.9849320020360001	39639	0.0067	1.2253915570899998	1.5662928187799998	-778.8960984380001	0.70104172014
340	2089	109	513	101.0	0.0933	0.5212	0.864424917509	0.44218458301799995	-427.992626825	0.33644385357900003	228	0.2378	0.652909952621	0.988435755949	-350.282572261	0.8872448803399999	636	0.0765	0.9242087563770001	-0.45634640455	2.44278907369	-343.10195705	0.992178084048	26414	0.0138	1.04466862114	1.50248807888	-349.19228907300004	0.820743026389
348	951	254	135	21.0	0.1271	0.5820000000000001	1.0449596784	0.46351061997599996	-551.903538358	0.636914641597	34	0.4071	0.609489037093	0.8934176936750001	-480.087624569	0.844338299066	113	0.1462	0.98243511953	-2.42316360464	2.13283979012	-458.026856256	0.997172173319	584	0.0296	1.15240854184	1.90643094995	-461.67200807300003	0.9241161020049999
350	1451	47	781	138.0	0.0605	0.5254	0.8024220995260001	0.417870811772	-207.433896896	-0.331980241924	302	0.2263	0.62251588765	0.993636246551	-149.246833399	0.615526892391	617	0.0673	0.834907745596	-3.7216485359300004	3.54950385428	-140.118154239	0.9646636868100001	2585	0.0352	0.871910011656	1.5416035903100003	-140.70080269	0.950147275019
365	5288	205	2434	153.0	0.0206	0.5146	1.1282068115000001	0.455213017816	-867.262020433	-0.266972448899	386	0.2149	0.6866910684299999	0.992043831048	-637.241301413	0.647157244743	1012	0.0492	1.04613606812	-1.43772220181	2.68015258255	-597.461132125	0.990310642114	32353	0.0084	1.16945727155	1.55119812445	-603.94210798	0.8921587308230001
368	6781	199	2494	201.0	0.0231	0.5121	1.00188788849	0.453925297424	-898.237444748	-1.1907229919700002	531	0.20199999999999999	0.694254052255	0.994365235312	-587.034986559	0.145901996343	1151	0.0351	1.07845939144	-3.91229448845	3.2801122622600003	-517.85381313	0.969647792017	8031	0.0112	1.1543908067200002	1.62913591154	-518.620384385	0.966325971424
374	2141	31	648	283.0	0.1653	0.526	0.573130929687	0.400965567095	-162.06075468	0.08970752473789999	635	0.2043	0.611501111253	0.9976235841709999	-127.706338955	0.8928858399490001	1896	0.0745	0.7658929721789999	-0.64273754876	3.3932397684400004	-127.122604298	0.9623131819990001	35438	0.0376	0.7972986381470001	1.37451705442	-128.660155869	0.8253827069799999
384	4540	354	1366	81.0	0.0263	0.5233	1.2123182969700002	0.46110394838200003	-1243.01571407	0.161185236121	188	0.2555	0.675677731828	0.980607711875	-973.9019932089999	0.750570235143	624	0.0621	1.09221478102	-1.3251792688700001	2.3635679109	-919.4713121980001	0.988437105705	22288	0.0062	1.27389401978	1.6228287507700003	-931.363992112	0.879460176261
