Site	N	S	NmaxObs	NmaxPred_geom	evennessObs	evennessPred_geom	skewnessObs	skewnessPred_geom	ll_geom	r2_geom	NmaxPred_mete	evennessPred_mete	skewnessPred_mete	p_mete	ll_mete	r2_mete	NmaxPred_lognorm	evennessPred_lognorm	skewnessPred_lognorm	mu_lognorm	sigma_lognorm	ll_lognorm	r2_lognorm	NmaxPred_zipf	evennessPred_zipf	skewnessPred_zipf	gamma_zif	ll_zipf	r2_zipf
388	1829	36	560	216.0	0.1529	0.5244	0.604959188252	0.40879491059199996	-177.051565948	0.036367602538	480	0.2117	0.616771800537	0.9965454175599999	-135.28662509999998	0.840538843367	2521	0.0539	0.8078445809929999	-4.5419712816699995	4.44912644714	-133.169258173	0.963151800189	13688	0.0352	0.8256974124070001	1.4249268368	-133.83803979799998	0.9032136318
391	1004	126	254	42.0	0.0719	0.5377	0.897184462444	0.44853736761000007	-379.249059965	0.20836362197500002	80	0.3073	0.621647013001	0.9634646251799999	-296.60867043	0.6723289859720001	217	0.0871	0.9491874714309999	-3.22948377097	2.6991146277399998	-273.676026151	0.9721167548880001	885	0.0284	1.04191846609	1.7574535829799998	-274.712880116	0.9552031897650001
393	1046	284	170	21.0	0.0964	0.5822	1.1135282432200002	0.46553629963	-611.654203207	0.634830685409	34	0.4114	0.608818250685	0.8907797782200001	-532.35825028	0.837484223865	98	0.1717	0.969825969014	-2.0226517941499997	1.97334576477	-506.15611715800003	0.9866922939120001	622	0.0282	1.17300254199	1.9143491042400003	-511.51039574199996	0.8990372049590001
394	2487	350	425	44.0	0.0599	0.5408	1.0925850795	0.462008566235	-1010.44249205	0.47025035286300004	88	0.3102	0.64875749849	0.957271364465	-842.382032308	0.826429397995	253	0.1088	1.0281300979899999	-1.1453345098	2.03614668511	-803.0433917439999	0.988503745778	6295	0.0088	1.2588049833600001	1.7070082314300001	-816.133699223	0.864240191982
401	9270	503	4219	124.0	0.0093	0.5159	1.35170300073	0.464945588944	-1954.81568371	-0.24171614842099998	317	0.22899999999999998	0.697510316577	0.987845646577	-1441.44910022	0.596561821456	1027	0.0455	1.16870771511	-1.51650909969	2.4845717706799997	-1331.57675312	0.992215308636	48125	0.0042	1.34843061462	1.61144920401	-1346.45186222	0.894843202371
404	1115	243	109	26.0	0.1515	0.5643	0.8693256132780001	0.46106458006800005	-584.577489162	0.633643986061	45	0.3724	0.6194149727939999	0.920889545008	-508.174598016	0.871044533846	157	0.1237	0.987498100432	-1.99673856073	2.1545979206599997	-490.88414863800006	0.984889911049	1248	0.0196	1.16467845473	1.80964907463	-495.78195586	0.899265074654
407	2230	31	1134	295.0	0.1068	0.5254	0.728852593338	0.401825859859	-163.332383164	-0.06416952700709999	664	0.2023	0.612189803016	0.997737097817	-123.315634696	0.85354980334	2286	0.0639	0.775825543801	-2.61695132385	4.02294411073	-121.461199189	0.978842716602	18988	0.0389	0.7966280622149999	1.39706643971	-122.28845033700001	0.901799239155
411	1246	267	218	27.0	0.0863	0.5638	1.09078469525	0.462926683526	-647.396479557	0.618914275428	47	0.3706	0.61932426455	0.9227965110809999	-560.493376154	0.8615847940289999	132	0.1492	0.9675486666709999	-1.53021523836	1.97041818947	-537.990407366	0.9870480213989999	1418	0.0179	1.18410835206	1.8085244792299997	-545.5258060580001	0.8674510068260001
414	4276	376	1851	72.0	0.0137	0.526	1.28884224309	0.46163324994599997	-1273.08684852	-0.10739006006400001	164	0.264	0.6718704641009999	0.9772971343189999	-948.5812498460001	0.566410429646	563	0.0529	1.12937350108	-2.67813364371	2.6150633866	-860.375976879	0.991270374167	6147	0.0085	1.27194261721	1.71663561743	-865.402860564	0.939342893179
419	961	229	147	23.0	0.11199999999999999	0.5713	0.996162724234	0.458184848571	-527.689731987	0.613914674864	40	0.3865	0.614575117896	0.9099198356270001	-456.67814970800003	0.8372866056749999	97	0.1757	0.935650375871	-1.6651853332100002	1.93054744843	-435.105435875	0.9819545966240001	766	0.0258	1.1425519905700001	1.8570672399300001	-440.99883618800004	0.888983791964
421	7416	71	2973	516.0	0.0523	0.5136	0.7948863010189999	0.43188873770900005	-400.717818239	-1.30077583688	1395	0.1733	0.6776633648389999	0.998535134495	-256.977257372	0.271850147476	2114	0.0424	0.920069766098	-3.23051516732	3.72661890679	-237.01183506299998	0.938394012938	18287	0.02	0.959549830723	1.4788308963999999	-237.50034666099998	0.948796455054
423	4111	444	648	60.0	0.0444	0.5313	1.0958520032899999	0.463971573102	-1407.2753787000001	0.335199698234	131	0.2814	0.667180818902	0.9701657763220001	-1140.28266704	0.7886668087980001	400	0.0854	1.0818894751	-1.0673284991399998	2.1160061096900002	-1080.03763049	0.986862757972	16064	0.0058	1.31485154694	1.6652049079	-1097.71233811	0.8625549526109999
424	4860	477	2217	67.0	0.0098	0.5285	1.3418889139	0.464980008164	-1560.03512402	-0.23593169636300002	150	0.2726	0.672051878227	0.973742907641	-1141.50846585	0.46377541164999997	556	0.0488	1.17449236756	-3.3324268627499998	2.68765848587	-1010.30983781	0.9913033399510001	4097	0.009000000000000001	1.30983067733	1.7768627408900002	-1014.18551376	0.953131489583
426	936	289	107	18.0	0.1641	0.5951	1.06357693788	0.46541442968099994	-578.546720576	0.742534518613	29	0.4375	0.605492956672	0.8674665167929999	-520.975707228	0.887433989216	83	0.1974	0.948573087897	-1.8116445058700001	1.8695231160900003	-505.880991785	0.9855732723200001	571	0.0297	1.17305284326	1.92843054629	-512.245709956	0.881281937905
430	1102	264	64	23.0	0.2045	0.5729	0.782006896602	0.457106745204	-606.736221229	0.701919284715	40	0.3881	0.6127431131750001	0.909215834776	-540.639026299	0.90097760169	128	0.1515	0.967171838545	-1.55176697502	1.9668642980000002	-528.032487599	0.9927947905589999	1322	0.0186	1.18058771308	1.8144669072400001	-535.417274074	0.864974257382
432	1095	227	157	27.0	0.0932	0.5624	0.910396977795	0.45850436751	-558.849995971	0.34338138568000004	48	0.3645	0.618928457963	0.926390245864	-448.413442606	0.677471965328	229	0.0703	1.0586806098600001	-5.4079996890499995	2.99225018489	-406.03954534400003	0.9904662504389999	468	0.0346	1.1269211453799999	1.91992307343	-406.263667653	0.982166583678
436	1029	296	156	19.0	0.1093	0.5867	1.13517729896	0.462133355223	-617.44247721	0.7060534898399999	32	0.4199	0.610294395839	0.8809156327940001	-548.706677333	0.869544767871	74	0.226	0.926602096548	-1.41155404023	1.7305960289200002	-526.1370091059999	0.9881790752320001	670	0.0267	1.18217953559	1.9104114536	-535.540335515	0.861901468978
439	826	242	42	18.0	0.3197	0.5902	0.681395288245	0.458677488401	-499.56217922699994	0.794002326905	30	0.4263	0.606288680489	0.8775847479700001	-460.51010049900003	0.924572082244	88	0.1937	0.923866896137	-1.44237567003	1.83303050238	-456.757990375	0.977682616856	792	0.025	1.15292939838	1.8608044520299998	-463.988490829	0.829129940714
442	1502	269	174	32.0	0.0945	0.5536	0.9245915530769999	0.45807096723000007	-705.966607636	0.464095053592	61	0.3417	0.633126286828	0.940228520548	-584.641201001	0.790428574699	220	0.0947	1.03271320849	-2.49213068205	2.35262946479	-550.5352008909999	0.9903734320540001	1529	0.0172	1.18706809692	1.80161483804	-554.343868277	0.9335457082240001
444	4599	109	2465	225.0	0.0291	0.5137	1.00784959925	0.44286513960100005	-515.602823847	-0.69333907176	575	0.1984	0.6772592758239999	0.995662500339	-356.594096671	0.47749326949299997	1129	0.0477	0.969864875749	-2.2692586886700004	3.1065150830299997	-330.425582347	0.9741603487809999	14995	0.0148	1.0423980301	1.5306344693599998	-332.444095596	0.945757713282
446	985	180	173	30.0	0.0955	0.5538	0.931345556456	0.455157739397	-468.391750072	0.539474739474	54	0.3475	0.619063783172	0.9385018423200001	-396.06903934	0.826372933244	129	0.14400000000000002	0.929775355467	-1.58992091837	2.05798634885	-377.050035826	0.987113573941	1149	0.0224	1.11006434915	1.7786330073900003	-381.879795881	0.890574163047
447	57	19	19	9.0	0.3282	0.6404	0.591038289531	0.347020573515	-36.2813075911	0.701387961768	12	0.5229	0.453152431695	0.851022876799	-33.0328752212	0.843358015903	16	0.38799999999999996	0.5862400552179999	-2.13421537926	1.9467809025799998	-32.2888578831	0.977988366761	27	0.2518	0.6403358780039999	1.9561731423599997	-32.6453303452	0.943119810538
451	7040	477	3658	98.0	0.0076	0.52	1.3465621140200001	0.46434578662299997	-1744.47340685	-0.484716880651	239	0.2438	0.687819236722	0.9838408586380001	-1256.32509612	0.39461840130900006	456	0.07200000000000001	1.11844946219	-1.5481842560699999	2.2505305138900003	-1121.53993985	0.970411800122	11969	0.0061	1.32541470011	1.69232655104	-1135.00818264	0.8992615158059999
455	5563	160	1900	198.0	0.0378	0.513	0.9851046457960001	0.45063251805	-725.471740352	-0.446171196844	513	0.203	0.6871558210269999	0.9945031419079999	-523.6423957569999	0.566501811119	996	0.0545	1.00384710989	-1.03257667457	2.64305415806	-490.970191386	0.964678899511	38682	0.0098	1.12151749428	1.5198656267	-497.151906231	0.9006113996799999
456	8652	499	3973	117.0	0.0092	0.5169	1.3503783347100002	0.465378367906	-1907.94220546	-0.275193909124	294	0.2326	0.695307290314	0.986862082068	-1395.42312419	0.563489873931	1056	0.0412	1.18165875484	-1.9805391638099998	2.5959123732799996	-1279.74949821	0.990576912132	31755	0.0046	1.3437088468	1.6341561018200002	-1290.89038081	0.913406077606
457	4254	147	1258	162.0	0.0559	0.5147	0.9714817301880001	0.44917488355499996	-639.112197688	-0.126558267515	404	0.2121	0.67822342003	0.993104670378	-473.78498974	0.705328994796	2005	0.0342	1.0350986204000001	-2.81744106599	3.3320043787199998	-451.27217957	0.9787141843200001	30306	0.0108	1.1038696713	1.5237617446599998	-453.67387943800003	0.921267136829
458	789	245	67	17.0	0.2161	0.5955	0.8687840007780001	0.460761319586	-488.797975274	0.7034006347339999	27	0.4423	0.5964967942180001	0.866316772997	-435.53887191800004	0.865965550453	98	0.1566	0.976853224932	-2.6588266586900002	2.14477395444	-420.73255531	0.9878849825239999	410	0.0376	1.1344642902200002	1.9504715285299998	-423.635499536	0.922609309869
463	2925	307	1447	58.0	0.013000000000000001	0.5314	1.25520639608	0.45911887362099996	-982.333840656	-0.173927025728	125	0.2815	0.658819493961	0.971286693136	-727.2817748089999	0.47913276288999995	303	0.0759	1.07152631174	-2.6981990640099998	2.4701966302200002	-645.934634437	0.9805588768269999	2233	0.0138	1.21822267312	1.7806437972599998	-649.620876806	0.9392530263400001
464	929	253	216	20.0	0.066	0.5812	1.18748811105	0.46204741165700003	-543.992958305	0.633538405424	33	0.4133	0.6054943601439999	0.890284515917	-472.58590497800003	0.839604794717	87	0.1834	0.945593903305	-1.96669356857	1.9450420036700002	-448.217661884	0.975365581196	529	0.0316	1.14865299369	1.9192636440000002	-453.11675013	0.883143786962
471	943	202	106	25.0	0.1219	0.5670000000000001	0.8626980471310001	0.45397044247100005	-489.87096630400004	0.547826713213	45	0.3691	0.618359948525	0.9228358790279999	-416.46631768300006	0.811132548019	117	0.1469	0.947584848608	-1.9607009809400002	2.08640133203	-394.696804808	0.97770905862	786	0.0261	1.12172475218	1.836311065	-398.863463953	0.908915918699
472	1105	177	243	34.0	0.0801	0.5493	0.99281189892	0.45337159177299996	-486.166727726	0.43320052018700006	64	0.3315	0.624600871288	0.9488878954790001	-399.425743468	0.794462748561	212	0.0936	0.9822790304100001	-2.64900226579	2.47374076494	-376.83796082099997	0.996639782923	1211	0.022000000000000002	1.10801299502	1.7709288429599996	-379.229574437	0.939133002969
473	5007	115	2939	235.0	0.0242	0.5128	1.04282195266	0.44359072824600004	-547.640029994	-0.730785083329	606	0.1965	0.6805605770350001	0.995825310973	-378.422905538	0.46882345548199994	1106	0.049	0.974221599166	-1.9703492211099998	3.0094702071499997	-350.557030211	0.975182351259	17883	0.0139	1.05360589646	1.5267545255700001	-353.097132812	0.933754026938
475	6052	132	2333	253.0	0.0266	0.5124	0.930106637989	0.44650166874799996	-635.495058525	-1.42720219247	670	0.1929	0.6877414059170001	0.9960795305329999	-399.40484384300004	0.0832626574061	2081	0.0256	1.0448038902299999	-8.93218630266	4.58270577428	-348.49279799199996	0.9847216498549999	4715	0.0162	1.0717582806200001	1.62069292268	-348.431951491	0.986432419736
481	10822	362	1894	194.0	0.03	0.5115	0.978587444379	0.46204406001000004	-1585.84138473	-0.708114387637	527	0.2044	0.7074910939069999	0.993377029385	-1088.97832724	0.40672468062899997	2511	0.0231	1.1907492089	-3.54006015264	3.2768609035100003	-989.25216227	0.985315323157	37128	0.0055	1.2819371313299999	1.59596846012	-992.387113651	0.956568439707
484	1060	241	139	24.0	0.121	0.5695	0.9474259921529999	0.454088813917	-568.228712686	0.584046005512	43	0.3785	0.620195270335	0.915884047418	-486.926235401	0.830763089139	131	0.1362	0.978591123514	-2.14568116629	2.12950560569	-463.284250545	0.9932507013240001	857	0.0239	1.15428248025	1.8508264809000001	-467.608003014	0.91852361106
485	973	221	122	24.0	0.1305	0.5673	0.9139106301700001	0.45892150501900003	-521.322039321	0.586422352501	42	0.379	0.6148455826079999	0.9160055145620001	-447.311369198	0.8323042089480001	128	0.1361	0.968672766751	-2.19689833855	2.15310790009	-426.270010106	0.987558459244	790	0.0255	1.13736736208	1.8482723884599999	-430.113798313	0.915698634658
487	5341	138	2824	215.0	0.025	0.5131	1.082076223	0.447576601555	-640.71783195	-0.250001461503	558	0.1996	0.684978013652	0.995180303338	-469.921321619	0.7207126930419999	2028	0.0383	1.0160013486200001	-1.8444496079	3.13065701509	-448.169130856	0.990648825219	55882	0.0106	1.09359621047	1.4901793864700001	-452.085528179	0.888372959374
488	5689	133	3236	237.0	0.0224	0.5128	1.0731480028899998	0.44699882117299994	-630.973178888	-0.56569088575	620	0.1959	0.686475226868	0.995734260472	-450.219016613	0.563014282989	1007	0.0574	0.975785495732	-0.841576877355	2.65006616757	-422.24381808699997	0.976205997088	41499	0.0112	1.08535499543	1.49997041366	-428.027046139	0.887460924569
491	1083	302	109	20.0	0.1279	0.5857	0.9747314448280001	0.462629740465	-640.99378623	0.658754091154	33	0.4154	0.608195700061	0.88633881335	-562.375304801	0.8491084462559999	93	0.1829	0.966067476771	-1.84194739716	1.9020744137299999	-536.898031298	0.987358545481	661	0.0268	1.18512177595	1.9151330675	-543.425756452	0.890898422604
496	893	221	131	22.0	0.0911	0.5757	0.9698911053399999	0.457420567693	-499.67825485599997	0.530434477017	37	0.3957	0.605810133234	0.904780454934	-423.073272584	0.768379880494	83	0.1852	0.9322825442530001	-1.98403842537	1.9585033844599997	-394.23088588300004	0.970069158404	477	0.0344	1.12281702459	1.9130740616900004	-398.635478074	0.908515360554
499	10955	612	4854	124.0	0.0081	0.5163	1.3911005594299999	0.4660954212100001	-2360.08701752	-0.295779843016	319	0.2299	0.700436333362	0.98738604479	-1727.91777181	0.559491193626	1074	0.0434	1.20002538449	-1.6086963493200002	2.47442700933	-1585.81324583	0.990372511772	50819	0.0036	1.3874871105500002	1.6258416386	-1602.84706141	0.9010197878299999
501	758	24	157	121.0	0.3722	0.5332	0.401622952229	0.389850839445	-106.479087385	0.7237477981029999	236	0.2433	0.571774924342	0.993882454932	-100.84015675299999	0.943977868205	413	0.1803	0.655555296354	1.8938000397599999	1.9671683754499998	-101.859171315	0.9559514408159999	43064	0.0467	0.746205533264	1.34511260551	-106.882925246	0.18069877777100002
503	428	76	127	26.0	0.1029	0.5604	0.849925096072	0.43388699194700003	-200.170820037	0.47689425094	45	0.3548	0.593109479106	0.940944902599	-166.791717712	0.788871516021	78	0.1746	0.816668205353	-1.8853075011000002	2.15354989285	-157.457504694	0.980940672884	349	0.0506	0.935622893947	1.7890641510099998	-159.115088711	0.918880849024
504	755	161	178	25.0	0.0747	0.5651	0.995906391269	0.454453407691	-391.259482219	0.516734314791	43	0.3705	0.6125417937600001	0.923336617649	-329.16678846400004	0.794623613224	92	0.1683	0.90873268654	-1.90358099502	2.03913371491	-309.027017242	0.9751198095129999	532	0.0338	1.07344996296	1.8510661677400002	-312.29880392900003	0.897364205458
506	5523	202	2245	162.0	0.0243	0.5143	1.08881016488	0.454647368443	-866.558687802	-0.264604726104	412	0.2121	0.6878260831899999	0.992600703292	-639.664787273	0.654238286501	951	0.0541	1.03353630692	-1.0410730941	2.56714909907	-601.619424396	0.988387220677	42071	0.0082	1.16779609615	1.53687374412	-609.529785573	0.880882778347
507	557	17	138	114.0	0.4	0.541	0.369879795053	0.36788913254100003	-76.056875889	0.803505829344	210	0.2589	0.539102564952	0.994386814535	-76.3032199377	0.783412210659	198	0.3143	0.546052150583	2.55103455671	1.43373322778	-74.2937769727	0.931797067459	43421	0.0636	0.676171380661	1.31406671779	-82.0614771279	-0.687204395727
510	6136	459	2711	88.0	0.0109	0.5222	1.3356569153	0.463649752919	-1631.51860712	-0.0492323210099	209	0.2509	0.682765966077	0.9816284718080001	-1231.67946798	0.645081819367	741	0.0511	1.15027254466	-1.86493340585	2.48018170979	-1137.82738164	0.991112290669	19283	0.0055	1.32305333969	1.65666627324	-1148.85255687	0.8987822155480001
513	333	59	95	25.0	0.151	0.5619	0.800791502975	0.430346852341	-155.539638823	0.548910637554	42	0.3566	0.577649034988	0.941129021347	-132.65470353	0.83967785852	79	0.1744	0.788783091726	-1.8705050514400003	2.22110896801	-127.640204203	0.965198065739	332	0.0558	0.891871728071	1.7548273245700001	-129.063382967	0.911509341353
522	6075	425	3210	94.0	0.0082	0.521	1.31991692061	0.463678560061	-1540.20985118	-0.56531115991	224	0.2464	0.684712547785	0.9831580248109999	-1092.46628773	0.33598944573899997	482	0.0617	1.12766159594	-2.23382440651	2.4426460547	-963.7168881160001	0.977908445798	6797	0.0078	1.29635000636	1.72206333974	-970.964403279	0.932441423237
531	2786	260	1287	64.0	0.0175	0.5297	1.21654097969	0.45715195796499997	-864.108780775	0.0744318881182	140	0.2719	0.660409915527	0.975441160352	-668.116049701	0.671634330788	287	0.0952	1.01214460975	-1.33700872708	2.18428238685	-617.557036722	0.985688854202	5572	0.0106	1.2013770563500001	1.6838089050999998	-626.063573948	0.878828721152
533	1042	275	147	21.0	0.1319	0.5787	1.11693391591	0.46402829768700005	-601.351477143	0.788473122771	36	0.402	0.615645950012	0.895292315433	-550.935391847	0.929593871482	70	0.2588	0.870922524201	-0.639244935607	1.5339833730799999	-539.596685615	0.980678135755	1343	0.0183	1.18806761309	1.81811792162	-555.2395425130001	0.751348290846
534	4453	396	2227	72.0	0.0099	0.5262	1.30528157311	0.462679149988	-1336.13358151	-0.347002399122	163	0.2651	0.672562702277	0.9769575476819999	-978.1745818019999	0.4043792369	278	0.0949	1.06895703214	-1.63972302283	2.1540931083099997	-867.036050946	0.967036308195	4637	0.0093	1.27748600157	1.7451363441	-877.34744742	0.904182919042
535	7218	412	3487	115.0	0.0101	0.5173	1.31018371042	0.463088738608	-1579.69493732	-0.202997544714	286	0.2329	0.691797495261	0.987034980307	-1177.94244323	0.612396073892	648	0.0647	1.1027151672799997	-1.02160921811	2.27256849708	-1089.30865644	0.985355842853	35951	0.0051	1.3071244012999998	1.60951195879	-1106.09321369	0.861976326161
536	5599	356	2452	100.0	0.0142	0.5198	1.27954441332	0.460745379042	-1325.3613348	-0.0103029063846	242	0.2411	0.683312535809	0.9851122001520001	-1008.55874581	0.697338554904	803	0.0523	1.11113606444	-1.50242174819	2.4830298481999997	-944.34913298	0.9923928917489999	28101	0.0059	1.2767459404700001	1.6098903977599999	-955.179175706	0.882038351367
539	1041	259	153	22.0	0.1142	0.5742	1.04882615563	0.461803249776	-584.013613342	0.648113125995	38	0.3936	0.610246638306	0.9040330201029999	-509.99759154699996	0.8651055900929999	123	0.1448	0.979615923458	-2.0444716213900005	2.0703050170200004	-490.148100879	0.979881795443	838	0.0238	1.16608261819	1.86344817348	-494.99724115699996	0.897126238557
541	9090	500	3563	123.0	0.0107	0.5162	1.27855298268	0.465184657771	-1936.15036351	-0.427096008649	311	0.2299	0.696730110769	0.987632871495	-1397.46386461	0.487720219058	814	0.0506	1.15943622249	-1.6227639659	2.43720882711	-1269.80646718	0.987920686438	29138	0.0047	1.3433864513100002	1.63941390318	-1283.40852594	0.89906362752
543	6159	448	3100	91.0	0.0086	0.521	1.32961586627	0.464964448802	-1605.44901921	-0.439451078601	216	0.2489	0.683559229813	0.9822850605869999	-1153.74331657	0.404945456633	521	0.0595	1.13743082817	-2.1858303452200003	2.44467739509	-1026.47523418	0.9802620727820001	8113	0.0071	1.3086735974500001	1.71413665908	-1034.54065358	0.928949572667
544	5866	365	2983	103.0	0.0103	0.5187	1.2882207521200002	0.461517417558	-1367.01744174	-0.289315779137	250	0.2391	0.6851676296979999	0.9855201936579999	-999.845624315	0.542792682803	671	0.0539	1.11562433134	-1.8941335124400003	2.50834046675	-912.042842475	0.9916016480859999	14748	0.0067	1.27625375058	1.65139702725	-920.532307521	0.908310050988
548	6645	408	3039	106.0	0.0114	0.5185	1.30952061536	0.463124403354	-1533.67390732	-0.11978841124600001	261	0.2378	0.688794230308	0.985765727645	-1151.48003677	0.6410164157720001	735	0.0567	1.11885631877	-1.3349455931899998	2.38628920563	-1068.68551297	0.9895799707899999	30727	0.0053	1.30406615715	1.61746146033	-1082.20659452	0.881187271307
549	5270	317	2314	105.0	0.0159	0.5182	1.2566007404600001	0.46173821049099995	-1198.31899606	0.0338596831845	253	0.2376	0.6836443108679999	0.9861356137809999	-917.7469518519999	0.731571549519	915	0.049	1.10242130783	-1.52406423566	2.55717877655	-865.658455102	0.9847241297220001	32348	0.0062	1.2549921072299999	1.5913104022799998	-875.44537766	0.870925276224
551	5525	312	1033	111.0	0.0496	0.5178	1.0206609904100001	0.45975591804	-1199.71894269	0.0558840542442	272	0.2338	0.685495373287	0.98721130037	-915.281785635	0.741840935164	1847	0.0296	1.1490984988200001	-2.7581386134900003	3.0590732922400004	-868.205550331	0.995419606551	37006	0.0061	1.2527093606200002	1.5826348516100002	-873.505047164	0.925054873131
553	5247	150	1634	197.0	0.0507	0.5138	0.975218732669	0.449002885242	-681.051659447	-0.28267533081	508	0.2031	0.685312904808	0.9945439224189999	-489.37275520000003	0.661846207403	3610	0.0248	1.06142963153	-4.69419944571	3.9309293475900002	-462.08247765199997	0.9916834579639999	31951	0.0106	1.10805520153	1.5230737378499999	-463.469093942	0.9539494841339999
555	6154	235	2790	159.0	0.0162	0.5136	1.1058511652299998	0.456294793446	-997.793781299	-0.9525709655619999	406	0.2134	0.690883800983	0.992192188662	-682.7362549	0.250356261902	560	0.0623	1.0449814376200002	-1.68344134393	2.50755444929	-609.483278272	0.9647001838160001	10984	0.0094	1.18892070105	1.62599845126	-615.375099261	0.9101575127200001
557	847	235	106	19.0	0.1578	0.5876	1.00023860309	0.454840728518	-500.177735649	0.70686653068	32	0.4151	0.6053654009	0.887194372714	-445.987034853	0.885461791071	87	0.1878	0.931099367096	-1.70701824236	1.8989866881	-432.042270247	0.992386044532	630	0.0287	1.1415955362	1.88513350812	-437.806108998	0.882057259114
560	1058	11	681	296.0	0.1909	0.5518	0.5222462647689999	0.337259071759	-61.1710877164	0.290607482449	543	0.2511	0.49594056450499996	0.998967776908	-53.0969959196	0.899785324095	444	0.2228	0.538258533299	2.3810005966900003	2.12619374698	-52.66377350689999	0.9438516200560001	18253	0.0969	0.58466103707	1.2982826264	-55.491505915699996	0.485870913343
561	560	144	37	20.0	0.3085	0.5794	0.6730923420460001	0.45768040763000006	-319.226415481	0.8129573871349999	32	0.4058	0.596014341353	0.899248026311	-296.994897992	0.9522021148909999	66	0.2408	0.8247408478389999	-0.723378271665	1.64936434728	-295.661908402	0.9872652706139999	818	0.0281	1.06385717873	1.7844258388999998	-303.256263127	0.769779698483
573	845	197	107	23.0	0.1591	0.5698	0.911959112441	0.456820743899	-458.86714431900003	0.6994784585430001	39	0.3849	0.6090277934130001	0.912753485143	-408.245135633	0.897134303222	94	0.1872	0.901404675517	-1.20385502199	1.8363466847099998	-397.355701495	0.987355050404	1008	0.0231	1.1232390621200001	1.80464439789	-404.42126153	0.8471582720890001
581	1350	160	292	46.0	0.0751	0.5367	0.9208713776809999	0.45086669868199997	-491.349798531	0.36571334865599997	92	0.2977	0.634348411655	0.9661912012180001	-399.365792933	0.793212022552	240	0.0983	0.955499506547	-1.66457382799	2.31303289338	-379.219321689	0.983096593053	2621	0.0172	1.10158870789	1.6874357793099999	-383.325124919	0.9025109153409999
582	3155	438	335	46.0	0.1041	0.5398	1.04463671279	0.464018365241	-1270.92516049	0.5970821735230001	94	0.3082	0.653881509977	0.9580636868100001	-1095.85877054	0.9039523567509999	375	0.0911	1.07141032091	-0.942707246964	2.06922483082	-1069.6448642	0.993172822627	16611	0.0058	1.31256370611	1.6616832607499998	-1088.40156247	0.8280795342820001
584	5032	344	2074	93.0	0.0165	0.5206	1.27013506318	0.46166159045500005	-1254.89247038	0.0638410985149	220	0.2459	0.680808295001	0.9836535925200001	-963.401316478	0.726426392255	879	0.0473	1.11857586881	-1.82007055518	2.59157519001	-905.713482197	0.992586773679	23939	0.0062	1.2688682232	1.6158999950100001	-914.570901025	0.89002054783
590	3938	122	1653	175.0	0.0386	0.5159	0.98881977165	0.444265289067	-543.968064988	-0.213145975101	436	0.2087	0.67419970199	0.993976283278	-398.939497986	0.7064879827959999	1761	0.038	1.00199326634	-2.74806135033	3.33601441416	-378.82560131800005	0.9878104873810001	24552	0.0128	1.06647299124	1.5165804135699998	-381.226402184	0.919418772973
591	1008	229	212	24.0	0.0776	0.5698	1.10075261484	0.456387136205	-540.1362926730001	0.56020112695	42	0.3803	0.613475471461	0.9159786477680001	-459.02225885900003	0.818960752072	123	0.1395	0.972492322193	-2.2363406857499997	2.13990031712	-433.64524760300003	0.991895133438	724	0.0265	1.1412586964	1.86395109656	-437.40194539699996	0.919979920197
596	214	12	69	56.0	0.3462	0.5574	0.361503128175	0.345323910141	-46.2298605632	0.630973332654	89	0.3139	0.48421250455799997	0.988614298403	-41.740140247199996	0.9639449356309999	136	0.2179	0.5569885780730001	0.392681341739	2.33755983764	-42.4297575866	0.939855603619	832	0.1072	0.600052824376	1.43756242696	-43.4811002436	0.694871462496
598	737	222	71	18.0	0.2211	0.5925	0.8874591416200001	0.462239251189	-450.966943926	0.686953114432	28	0.4324	0.598972768898	0.872344516218	-400.415378184	0.865669591637	115	0.1321	0.986857664522	-3.1423167764200004	2.32239244352	-387.060466054	0.9812363097679999	401	0.0385	1.11818974703	1.9384835103599998	-389.065827036	0.9272354411779999
600	941	38	654	106.0	0.0528	0.526	0.824410577051	0.412661372614	-159.177754545	-0.655853240137	216	0.2428	0.602194815968	0.991631142795	-105.35375265200001	0.32228691549800004	619	0.0512	0.823449898576	-44.4773456353	9.2271465412	-91.1068419437	0.976193520408	344	0.0651	0.814580138926	1.68075431495	-91.89474984510001	0.9557602604500001
603	4136	170	1263	139.0	0.0376	0.5167	0.983860200486	0.450418404825	-709.044027246	-0.135429304814	343	0.2193	0.6787871683	0.9914401408	-531.262391741	0.697799853317	884	0.0549	1.01244979419	-1.2614697956	2.6425171139	-502.49265929800004	0.9890811716339999	27408	0.0099	1.13193175672	1.5422527777000001	-508.38233782199995	0.896550568997
606	919	162	153	30.0	0.1195	0.5547	0.8996218740719999	0.450515853041	-427.981357285	0.48748377332099996	55	0.3426	0.619330577285	0.941549293697	-356.083056725	0.816216174242	244	0.0778	0.993810359061	-3.6765817251699997	2.7656315743299995	-338.110873592	0.989986841411	916	0.0257	1.0868867360299999	1.78838527055	-339.43221836	0.9513207455700001
609	524	146	52	18.0	0.2355	0.5838	0.7961576448909999	0.453309358026	-310.02506987099997	0.7771728447130001	29	0.4203	0.593245816924	0.8864784762260001	-284.326709166	0.9225785130940001	53	0.2676	0.8143160310340001	-0.922119782127	1.62652474174	-279.150195237	0.986996873704	506	0.0356	1.05569027599	1.84286914488	-285.998565845	0.8122370174469999
