Site	N	S	NmaxObs	NmaxPred_geom	evennessObs	evennessPred_geom	skewnessObs	skewnessPred_geom	ll_geom	r2_geom	NmaxPred_mete	evennessPred_mete	skewnessPred_mete	p_mete	ll_mete	r2_mete	NmaxPred_lognorm	evennessPred_lognorm	skewnessPred_lognorm	mu_lognorm	sigma_lognorm	ll_lognorm	r2_lognorm	NmaxPred_zipf	evennessPred_zipf	skewnessPred_zipf	gamma_zif	ll_zipf	r2_zipf
9574	5237	1215	162	30.0	0.1608	0.5665	0.9239420487989999	0.473770145713	-2836.8061826	0.6410685331930001	56	0.3755	0.641530911494	0.9133710685259999	-2472.61650767	0.8681879370610001	447	0.0718	1.27182648467	-2.15173561125	2.16538177392	-2385.69933963	0.992724825922	6947	0.0051	1.49247204092	1.8332894088799998	-2407.77856817	0.90020745171
9626	23	21	2	2.0	0.9329999999999999	0.9329999999999999	0.574929519894	0.574929519894	-6.79510141306	1.0	2	0.9329999999999999	0.574929519894	0.164116673172	-6.85483340355	1.0	2	0.9329999999999999	0.574929519894	-1.6887967588100001	0.0105766196252	-6.7335442564	1.0	2	0.9329999999999999	0.574929519894	3.9590576965699995	-7.20546950272	1.0
9633	42	36	4	3.0	0.8167	0.875	0.699133081364	0.568171936991	-17.2248853681	0.814091539519	3	0.875	0.568171936991	0.259750925004	-16.832172092	0.814091539519	3	0.8809999999999999	0.6165979335	-5.21297716861	1.7836132636700002	-16.419854016800002	0.9726818478899999	4	0.8167	0.699133081364	3.54451891689	-16.4224257906	1.0
9634	82	62	9	4.0	0.5894	0.8093	0.8240912704019999	0.497756530694	-45.554000931800005	0.685746316604	4	0.8078	0.511624981993	0.414531998336	-43.2909971003	0.736226055468	6	0.7102	0.6726146574230001	-4.466608567340001	1.79399808129	-40.7349566879	0.9481803581559999	7	0.6656	0.728509953936	3.0380883992500003	-40.868145624899995	0.908337915054
9636	27	24	2	2.0	0.9205	0.9205	0.514253719196	0.514253719196	-9.41846658776	1.0	2	0.9205	0.514253719196	0.20635323971500003	-9.53394942587	1.0	2	0.9205	0.514253719196	-1.44724058288	0.06067658786780001	-9.29968197487	1.0	3	0.8679	0.6585355310450001	3.6577952597500003	-10.1165040948	0.48869290390500003
9639	36	33	2	2.0	0.9351	0.9351	0.585014913968	0.585014913968	-10.32609539	1.0	2	0.9351	0.585014913968	0.157658971846	-10.4118497676	1.0	2	0.9351	0.585014913968	-1.73512416558	0.00985669304042	-10.237837022699999	1.0	3	0.8926	0.7239271193469999	4.01176152447	-10.928264662	0.5078669200079999
9903	173	115	8	5.0	0.6038	0.7702	0.646996942699	0.452128110145	-110.346556475	0.752703173914	7	0.7053	0.569510041258	0.535980217159	-105.854258475	0.851904440754	12	0.5485	0.76737361874	-3.42453428187	1.72641871651	-103.852741208	0.988340849314	18	0.4055	0.849417767157	2.6335589599099998	-104.32896214	0.935345989958
9973	508	161	33	16.0	0.3047	0.5973	0.6760770825319999	0.46313997191100004	-317.262773966	0.732748105633	24	0.4494	0.585235074353	0.8620896264910001	-286.757931929	0.882943151011	90	0.1519	0.933295296464	-3.05028232708	2.2947546945400004	-280.85929406599996	0.9629322927959999	286	0.0492	1.0545303462	1.9376021249000002	-282.42637365900003	0.9151095825669999
10029	50	40	3	3.0	0.8446	0.8446	0.48681685778899997	0.48681685778899997	-25.020121176900002	1.0	3	0.8446	0.48681685778899997	0.350038535893	-25.161174169200002	1.0	3	0.8699	0.47656419071199996	-1.06329406486	0.470187515821	-25.0184502762	0.9616475900839999	6	0.6898	0.710456807684	3.03513620089	-26.425560398200002	0.775835621188
10036	88	61	9	5.0	0.5719	0.7594	0.738752372459	0.5014783673709999	-54.2547385774	0.739383264817	5	0.752	0.5180279078450001	0.49995516985699995	-51.757343966099995	0.8166529242370001	7	0.6662	0.659365194252	-3.5183891907800002	1.67780641717	-49.8838159233	0.961825873527	10	0.5433	0.7567058960590001	2.7535254028900003	-50.1807491822	0.9379242874079999
