Site	N	S	NmaxObs	NmaxPred_geom	evennessObs	evennessPred_geom	skewnessObs	skewnessPred_geom	ll_geom	r2_geom	site_name	NmaxPred_mete	evennessPred_mete	skewnessPred_mete	p_mete	ll_mete	r2_mete	NmaxPred_lognorm	evennessPred_lognorm	skewnessPred_lognorm	mu_lognorm	sigma_lognorm	ll_lognorm	r2_lognorm	NmaxPred_zipf	evennessPred_zipf	skewnessPred_zipf	gamma_zif	ll_zipf	r2_zipf
1037	4733	97	3384	255.0	0.0193	0.5137	1.0057611381	0.44042865582900004	-473.096705257	-1.48410399882	'700111634.may1'	655	0.1944	0.675645005873	0.996364657727	-312.36326493400003	0.0955226727991	404	0.0873	0.9011763431309999	-0.9171497166439999	2.43731769554	-280.264244115	0.938875072411	7874	0.0178	1.01657908445	1.5544325737399998	-284.24929891	0.875649257238
1038	1539	61	387	119.0	0.1352	0.5234	0.7012743876649999	0.427596011238	-256.683672234	0.23095589666400002	'700023251.may1'	263	0.2311	0.632331078535	0.991820473284	-206.92227450200002	0.851986794941	621	0.0832	0.8469240388320001	-0.509458533862	2.62713117254	-202.951778913	0.959229539756	15024	0.023	0.9292997325200001	1.4731257663600001	-206.262368535	0.8340889311399999
1039	887	40	456	95.0	0.0848	0.5281	0.801383002428	0.410666431404	-163.042832774	0.21540355027199998	'700032978.may1'	194	0.2466	0.601792377761	0.9903856143359999	-132.61484557	0.7984909044490001	203	0.158	0.733887482096	0.34833079894	2.06107970906	-128.27108136799998	0.9471728060079999	4924	0.0358	0.84372709991	1.4848774666999998	-132.31971153799998	0.7928998745460001
1042	28904	105	19214	1470.0	0.0186	0.509	0.98046992505	0.442019058818	-694.6754179710001	-3.58061654259	'700108208.may1'	4668	0.1453	0.7193227387000001	0.9995255776629999	-386.91756533	-0.601755864224	2275	0.0365	0.98418618778	-2.9045241929900003	3.51787311921	-339.143785158	0.935721980942	27923	0.0141	1.03752647235	1.49640196213	-340.09069638200003	0.943034043337
1043	9117	15	8893	2066.0	0.07	0.5384	0.6505249482600001	0.360610708907	-111.13533731700001	-2.63727826119	'700021928.may1'	4610	0.1881	0.559008834316	0.999869983176	-56.7085749711	-0.357165699144	704	0.0917	0.645399098457	-49.785617344799995	11.013138630699999	-48.595835535	0.8954519003210001	572	0.096	0.644195243786	1.49403505304	-48.792110950200005	0.876946487361
1044	7142	195	2044	216.0	0.0417	0.5117	0.9918480998620001	0.45342934199900004	-894.459337615	-0.633939587133	'700111318.may1'	575	0.1989	0.6958410047849999	0.9948433520700001	-601.793455674	0.455419077178	8815	0.0132	1.13974732152	-13.9871356621	5.735977217389999	-545.868553708	0.987167293109	16710	0.0097	1.15596641652	1.5819719731200002	-546.506808211	0.97858101314
1047	3978	49	1267	370.0	0.1107	0.5181	0.6657001311999999	0.419729039568	-264.135962296	-0.593133074981	'700097214.may1'	918	0.1877	0.6491251256239999	0.9980268906799998	-175.520604859	0.546447732148	11241	0.0286	0.8848007587510001	-41.3883880651	10.3401234748	-163.593110229	0.9419735919939999	8512	0.0289	0.8849145619850001	1.4783366259000001	-164.064632895	0.934613087172
1049	7023	118	5400	323.0	0.0139	0.5117	1.0534553125900001	0.444670051554	-599.181900169	-2.24911839023	'700110275.may1'	874	0.1846	0.6901950187549999	0.997139377828	-366.819847741	-0.265377298404	682	0.0526	0.9764293757960001	-3.04151071052	3.08028824517	-317.359587258	0.956720578918	4869	0.0172	1.0507736582	1.6059672309200002	-318.545948032	0.9328347771340001
1050	3051	20	2066	561.0	0.1037	0.5322	0.6869300103650001	0.378373308276	-120.484152199	-0.0927956402922	'700100077.may1'	1232	0.1977	0.582215092312	0.999135091281	-92.80308764760001	0.90421498645	2186	0.0963	0.686300465124	0.391109024657	3.36705225059	-92.3585530572	0.9794111026350001	49476	0.0547	0.709410754653	1.32479097479	-93.8215048956	0.8239801036419999
1052	7476	34	6805	926.0	0.0354	0.5211	0.8161402558249999	0.405934812122	-217.28771835	-2.57055381267	'700033498.may1'	2356	0.1697	0.6403935773089999	0.9993927198720001	-115.549645043	-0.335955312428	1286	0.0487	0.8060916286220001	-34.9896866748	8.797121259330002	-95.8987589436	0.948162300398	939	0.0525	0.8043568501989999	1.5722726185799998	-96.7703450559	0.9236413863259999
1053	5250	43	3713	542.0	0.0438	0.519	0.834154642245	0.415109088615	-249.429101331	-1.68265732118	'700099938.may1'	1369	0.1783	0.648341655952	0.99878310626	-148.396527043	0.0914628830848	2952	0.0377	0.853565695604	-25.7811887371	7.91779272765	-131.456443306	0.9797448069700001	2653	0.0372	0.855067354102	1.5293024027000002	-131.437292956	0.9731901043529999
1054	890	30	147	120.0	0.3193	0.5307	0.38842099172899996	0.40064411853500004	-131.189325624	0.352802406518	'700111853.may1'	242	0.2397	0.589229018565	0.99333473295	-108.82168298100001	0.854171181992	3395	0.051	0.7825003008210001	-12.571927236199999	6.3197823278600005	-109.511928019	0.785371369997	7853	0.0427	0.788743285591	1.4306046039200002	-110.251802414	0.722564403225
1055	5042	187	1005	157.0	0.0771	0.5144	0.9162540244769999	0.45324023431	-799.5505994910001	-0.0683217833734	'700101374.may1'	397	0.2135	0.6849354541429999	0.992470997009	-591.162497648	0.722480450108	6217	0.0174	1.11643441893	-7.0860086028	4.49365197063	-562.049646103	0.9751273424879999	35879	0.0089	1.15188960616	1.53763103819	-563.54293647	0.9420043441529999
1056	1431	46	1070	139.0	0.0384	0.5236	0.8721810267460001	0.417927472041	-203.37702451599998	-0.64561915485	'700103575.may1'	303	0.2259	0.622074872892	0.993696152196	-140.809438586	0.441541376396	377	0.0805	0.8206125147910001	-3.34575337517	3.27567080223	-128.914307646	0.973963376881	1441	0.0399	0.864064369675	1.57964796962	-129.389793393	0.958598679164
1057	3011	39	1051	335.0	0.1152	0.5213	0.649260004504	0.412109217332	-208.25849791	-0.23034835232700002	'700033613.may1'	792	0.1944	0.632090760502	0.9979088808140001	-151.89146675	0.7743493656020001	3213	0.0506	0.822906818447	-3.93823609307	4.35936540014	-147.968873266	0.9759581478820001	22174	0.0318	0.842285946276	1.41304251993	-148.64514840200002	0.92327708356
1060	2768	34	925	342.0	0.1378	0.5233	0.589534391565	0.40629868712899997	-183.373997638	-0.491898428659	'700095571.may1'	793	0.1963	0.6222951308479999	0.998042621443	-124.60142619	0.586130621902	4738	0.0427	0.809891773725	-22.1768940616	7.887616257989999	-117.829649816	0.9275867272939999	5669	0.0399	0.812543292883	1.45963575667	-117.953323314	0.9222085459460001
1063	5927	65	3863	442.0	0.0342	0.515	0.918747102002	0.42955037671400004	-357.979872584	-1.2489661158499998	'700099307.may1'	1161	0.1789	0.669444324119	0.998280189023	-221.501510719	0.286999684794	7200	0.0243	0.9378607241310001	-38.3861806966	9.47472110415	-198.06942493	0.98677535529	5828	0.0247	0.938084096361	1.52894060322	-198.80609841700002	0.978932630061
1065	1275	28	850	182.0	0.0713	0.529	0.724896240082	0.397289059811	-134.608187883	-0.696486396689	'700038783.may1'	382	0.2228	0.5944962485090001	0.996077820758	-96.0609482232	0.385581644894	224	0.1416	0.7057742159520001	-0.366539666232	2.4564306403900003	-89.88753375549999	0.8620393855249999	2123	0.0518	0.77161062362	1.49117326073	-91.55490501940001	0.856358879462
1066	3266	35	2903	395.0	0.0361	0.5225	0.8222994736839999	0.407361002875	-193.57085061900003	-1.59242325616	'700023668.may1'	934	0.1912	0.627472231882	0.998334824674	-122.56419105200001	0.13911945958799998	553	0.0821	0.779543400524	-2.62960530658	3.3752060148000003	-111.397994003	0.943873482591	2691	0.0428	0.8156650558849999	1.5038730672100002	-111.85770988	0.956740654333
1067	2827	26	1273	428.0	0.1397	0.5272	0.635838486192	0.392747590238	-147.790815708	-0.25983957252900003	'700038251.may1'	968	0.196	0.604418127418	0.9986363840160001	-104.70974519299999	0.745525117677	9344	0.048	0.7601891140520001	-40.7114088951	10.9563337444	-101.40676369399999	0.915807327089	11459	0.0466	0.7610295144310001	1.3995656442200002	-102.00456355	0.910060151016
1069	3314	69	1827	235.0	0.0423	0.5165	0.9033721813750001	0.430838835979	-335.431169757	-0.716882514929	'700110259.may1'	575	0.1999	0.657427903019	0.99629442237	-227.391432802	0.47626088233	1474	0.0428	0.917514769955	-5.08172826023	4.01433885273	-210.138656852	0.985021948923	6358	0.0234	0.9499862890909999	1.5304211447799998	-210.509024377	0.975197002083
1070	3951	110	1496	192.0	0.0487	0.5146	0.938378284923	0.44313388518799995	-502.39112900199996	-0.349072546933	'700101616.may1'	478	0.2056	0.672730800332	0.994718454693	-360.61106024599997	0.628390617835	1610	0.04	0.984607337162	-2.8674352606099998	3.3689724606800002	-339.986451718	0.984674972446	18755	0.0143	1.04514283391	1.52002415053	-341.676178431	0.9442449695139999
1071	2104	50	836	192.0	0.0979	0.5205	0.780031339757	0.42043923835	-236.379759062	-0.000337508041162	'700107077.may1'	441	0.2107	0.634700280132	0.9956488683779999	-179.392528116	0.8238069960519999	1799	0.052000000000000005	0.8574673239339999	-2.95631617808	3.75973267895	-175.004837495	0.9827597618989999	15567	0.0267	0.890490749022	1.4518870900299998	-176.08720213400002	0.91243796326
1073	2649	145	404	101.0	0.1064	0.5199	0.8273353876010001	0.448639025819	-562.211606952	0.381376391761	'700016588.may1'	233	0.2374	0.662358562018	0.9877095502709999	-462.291877717	0.9094438761110001	1303	0.0473	1.00496027949	-1.36002260016	2.84464030395	-456.08636437300004	0.9759257558329999	42759	0.0105	1.1024916596799998	1.5063727216100002	-461.32937903	0.8218990383879999
1074	1216	65	324	89.0	0.0808	0.5272	0.723912991258	0.42793328439000006	-253.61169905	-0.0140520715907	'700015908.may1'	189	0.2466	0.627729254168	0.9880752044910001	-197.341155238	0.659913296262	206	0.134	0.809746157295	-0.319875144822	2.1337347360299996	-186.75572488900002	0.917094118099	3957	0.0263	0.936053081294	1.55228873037	-191.14875225	0.81978473199
1075	1657	40	1384	180.0	0.0357	0.5235	0.848778837591	0.41269508762100005	-188.468649775	-0.9927734910670001	'700100073.may1'	398	0.2161	0.619876445137	0.9955676556659999	-126.350200219	0.313937160942	324	0.0918	0.7912573470659999	-2.6860709544700003	3.11255184907	-114.683028368	0.9546194620540001	1378	0.0439	0.837550393065	1.56488168715	-115.228928334	0.948024107503
1076	2138	53	509	186.0	0.14	0.5195	0.650724368144	0.422881638817	-248.296292515	0.05811957277000001	'700100053.may1'	430	0.2114	0.637705300806	0.995418523	-189.64618946599998	0.828822244188	2857	0.0425	0.878414492693	-4.7411305796	4.32689087589	-185.664726077	0.963709230585	17552	0.0252	0.902191696398	1.4522817494999998	-186.51132476	0.903067960652
1080	3364	34	2504	416.0	0.0483	0.5223	0.773711540634	0.406184557111	-190.04146581400002	-3.0798462034	'700024870.may1'	984	0.1898	0.626483631937	0.9984480401870001	-94.9081278693	-1.00659328965	175	0.0804	0.7887281066930001	-25.694817512600004	6.617774761970001	-67.2723073735	0.810656720329	105	0.1108	0.774623314591	1.8176919992400002	-68.6798722155	0.754223035853
1082	400	31	136	52.0	0.2377	0.5407	0.7671663840180001	0.401845645973	-109.04825385299999	0.850832912021	'700023910.may1'	93	0.2902	0.569718089747	0.980771578848	-113.39678256299999	0.338746333031	50	0.5278	0.472757813802	2.01685092511	0.879449350819	-104.236421434	0.8936890886390001	21103	0.0387	0.796758050125	1.3930602688	-123.37322059	-2.2449438020500003
1083	4572	54	2462	395.0	0.0524	0.5169	0.819581056735	0.42363348284900004	-293.370826223	-1.83725449433	'700108654.may1'	998	0.1842	0.656339441315	0.9981224814799998	-164.281479402	-0.193796217613	965	0.0384	0.891452863946	-36.9165050274	8.40590513215	-133.17741028	0.906280421873	727	0.0436	0.8873486284350001	1.65847053473	-134.81297362	0.880786164136
1085	2590	66	986	190.0	0.08	0.5184	0.8338419977410001	0.429971565506	-307.35589316200003	0.096906530967	'700035196.may1'	450	0.2086	0.649945861897	0.995261242113	-242.79217420400002	0.8625363791060001	937	0.077	0.860805001688	0.037740199218199995	2.59695486032	-237.638712397	0.9849411639799999	48364	0.0194	0.947439930931	1.43110542505	-242.302589496	0.80970402572
1087	1633	69	613	115.0	0.0618	0.5225	0.787968667304	0.432069185616	-285.841940395	-0.411222260336	'700096416.may1'	254	0.2322	0.637819675014	0.9911386990719999	-203.22698976700002	0.505862347244	468	0.0668	0.888260552602	-3.3752275209900002	3.2054533865099994	-186.939493325	0.966045278409	2127	0.0288	0.943011854306	1.60169734679	-187.487911207	0.954517020186
1088	178	13	111	43.0	0.1619	0.5647	0.535990202529	0.345848067889	-46.532109274300005	-0.220671668713	'700102997.may1'	69	0.3265	0.488127903736	0.9832590594889999	-32.420723673699996	0.38209941601499997	53	0.1749	0.6029374579410001	-34.3523724954	7.688752755660001	-27.7770637748	0.862835583478	44	0.1966	0.595127742832	1.75948632157	-28.2676538697	0.852646727868
1091	7133	69	3999	507.0	0.043	0.5141	0.9250051576520001	0.430891047975	-388.71345487900004	-0.644572916171	'700016158.may1'	1365	0.1743	0.6757746386460001	0.9985171810519999	-264.399830902	0.631330009165	8182	0.028999999999999998	0.937976007375	-6.4729480297599995	4.96067758879	-251.69133594599998	0.9763255045270001	50939	0.0187	0.95632035219	1.4330524412299999	-252.303920473	0.9412829465129999
1092	4185	132	1233	174.0	0.0673	0.5149	0.968183768521	0.44642781656999997	-586.148769029	0.00215888979396	'700099107.may1'	436	0.2091	0.6766120071709999	0.993841326707	-441.616057825	0.789675589578	4891	0.0238	1.0453289345799999	-5.04333325486	4.1608891075	-426.38267603699995	0.973653121699	45122	0.0112	1.0841415429999999	1.49556468795	-428.195850645	0.917002120771
1093	5684	54	3283	491.0	0.0492	0.5164	0.8509750170710001	0.42334138781400005	-305.189702212	-1.8204048499	'700099111.may1'	1272	0.17800000000000002	0.661077926497	0.9985487934489999	-172.812011311	-0.131649473764	1817	0.0336	0.8960617456309999	-40.6807604286	9.14321833133	-144.952793901	0.9198390595579999	1338	0.0369	0.89350818549	1.60609326678	-145.738947443	0.896362385252
1094	2749	71	796	190.0	0.1131	0.518	0.7927260935860001	0.432189796387	-329.673319396	0.0564065100916	'700033394.may1'	454	0.2082	0.653420379335	0.9951826520379999	-251.422220035	0.823577925922	4716	0.0317	0.937816893233	-5.9468502124	4.62533085722	-245.76210832599998	0.956350041259	28857	0.0191	0.960770393288	1.45854876284	-246.81278407599999	0.897242532076
1095	7017	35	6363	850.0	0.0347	0.521	0.8226181722079999	0.407001748698	-220.43857127599998	-1.54934086217	'700038576.may1'	2159	0.1709	0.641394453757	0.999322679078	-148.52826086299999	0.345164186025	746	0.1101	0.7503904038420001	0.902798678045	2.45678452927	-139.58520089700002	0.9265842306090001	41912	0.0336	0.821610266026	1.3797627785	-143.520317539	0.7526518779260001
1099	1600	26	564	242.0	0.1601	0.5286	0.586589676333	0.39403050702	-132.898817966	0.058351975524900006	'700035693.may1'	517	0.2137	0.594084113511	0.9972935741140001	-102.20762605799999	0.86608055971	2531	0.0645	0.7490060373549999	-5.006190148480001	4.769228700259999	-101.277041326	0.9513224492550001	11217	0.0467	0.7609983885930001	1.4004354123700002	-101.815486905	0.8806201328450001
1103	1727	29	1466	240.0	0.0474	0.5269	0.780634747958	0.398694836145	-147.27365194200001	-1.41559431885	'700108818.may1'	523	0.2115	0.602419596675	0.9971661728219999	-88.2197293936	0.0460022792891	503	0.0641	0.770375553827	-31.6308698548	8.03038839489	-74.3433735029	0.959190484049	362	0.0723	0.766613427485	1.63286352806	-75.16559686890001	0.9386309331399999
1104	5872	20	5364	1082.0	0.0595	0.5314	0.7060221056389999	0.37915010107299996	-133.610267214	-2.7016622859	'700034684.may1'	2493	0.1832	0.5904587042399999	0.999607619243	-69.1364829017	-0.494082777801	557	0.0783	0.700799417304	-38.6196120201	9.27367287256	-57.6287928879	0.873091224409	406	0.0856	0.698397890504	1.56441709973	-57.6518971296	0.854236169686
1105	1280	58	783	103.0	0.044000000000000004	0.524	0.9024606385709999	0.42471893874300004	-236.12762348599998	-0.43298587294299995	'700108058.may1'	221	0.2391	0.62609496496	0.9903252057109999	-162.76525286700002	0.471112655224	1136	0.0368	0.903754272837	-25.9669549256	7.2166435903399995	-145.282286034	0.9788740318610001	858	0.0401	0.9021216228910001	1.65326073218	-145.88363211799998	0.9719125939959999
1108	2705	81	551	168.0	0.0868	0.5182	0.682997542903	0.435510540627	-363.956007118	-0.6820339299060001	'700097541.may1'	400	0.2126	0.656191065757	0.9942235708120001	-237.61383753299998	0.345720115786	2412	0.025	0.973365571877	-34.0270077327	8.2470756948	-207.983033988	0.9480916179109999	1798	0.0273	0.971446780474	1.6344846526899999	-209.44083026200002	0.9294141611419999
1109	2202	73	440	148.0	0.1247	0.5201	0.693653358794	0.43324293555699994	-320.462682894	0.163724407077	'700099245.may1'	343	0.2186	0.647584746222	0.993450191455	-251.229289878	0.8633666481360001	2001	0.0438	0.921579465268	-2.79814683894	3.5921372579	-246.56240291400002	0.977163430222	23523	0.0191	0.965706579829	1.47004887967	-248.248677192	0.8837873526440001
1110	4272	22	2746	733.0	0.1001	0.5297	0.686557983836	0.383934031478	-137.856742961	-0.364897482599	'700099645.may1'	1677	0.1875	0.596018744454	0.999336600227	-97.86132865879999	0.791337464137	7925	0.061	0.7238097547069999	-8.4576568641	6.18573049399	-96.1636077959	0.937538332336	27817	0.0513	0.728411231954	1.3510483942500002	-96.5404109274	0.8969288231999999
1113	2473	15	2102	560.0	0.0906	0.5393	0.641246504468	0.361053229068	-91.5314680506	-1.15752905665	'700100277.may1'	1153	0.2125	0.547001228781	0.9993126455149999	-56.5614209908	0.281930139118	1004	0.0918	0.644990573284	-19.7076760619	7.5488721209000005	-52.290534524799995	0.9317508693950001	980	0.0895	0.646147767951	1.45804286691	-52.1959971394	0.930287347491
1115	4713	38	4313	535.0	0.0314	0.5206	0.839496254886	0.410265407183	-221.025156468	-2.10300276914	'700096903.may1'	1323	0.1807	0.639497626641	0.9988079976950001	-126.32385550299999	-0.11491496618	1477	0.044000000000000004	0.828145701084	-37.3185904318	9.01926715494	-107.86194103	0.961278050089	1175	0.0469	0.8268107665100001	1.5700085517200002	-108.556463835	0.9524490496539999
1116	3707	74	2763	248.0	0.0241	0.516	0.9702552699220001	0.433235839546	-362.886003123	-0.916955461538	'700097519.may1'	618	0.1967	0.662347470014	0.996478634218	-246.176964125	0.404757775142	762	0.062	0.8988654324969999	-1.9940229448700002	3.03219381213	-226.801593365	0.958492330342	8203	0.0214	0.964650508914	1.52356063157	-228.442837833	0.927070178181
1117	4100	69	3718	291.0	0.0176	0.5152	0.9596448794429999	0.430959111807	-350.255972096	-3.28679666653	'700037048.may1'	733	0.1916	0.662993713305	0.997133809888	-196.02010587400002	-0.994262818815	331	0.0626	0.8997774966859999	-7.299586586699999	3.8768083468800003	-156.238210343	0.917052217405	500	0.0447	0.926150797457	1.73211139108	-155.540400938	0.932519242254
1120	15703	50	15077	1444.0	0.0217	0.5157	0.8948079870739999	0.420774775102	-337.39951527700003	-5.87551325832	'700037870.may1'	4095	0.1534	0.676642386181	0.9995929610879999	-157.864984171	-2.07680209396	764	0.0445	0.872299854648	-22.9839653975	6.763431174040001	-119.72628790899999	0.8613827937369999	457	0.0527	0.8673821702969999	1.69322083583	-118.82666881799999	0.84755318616
1121	26	14	4	5.0	0.7545	0.7086	0.302682019666	0.409422718959	-17.9448275505	0.839507297513	'700103507.may1'	5	0.7086	0.409422718959	0.677744545043	-18.498241348900002	0.839507297513	4	0.7832	0.291042870083	0.212057129002	0.337277473109	-17.7664417999	0.9783321694730001	12	0.3932	0.581826886841	2.12260207805	-20.1770234349	0.432429178015
1123	3516	78	1694	226.0	0.0516	0.5165	0.952608955594	0.434990895919	-374.181236206	-0.0450481004507	'700097400.may1'	558	0.2003	0.662682583379	0.995997859767	-284.272788635	0.822185800225	2147	0.0464	0.924929955038	-1.53703243886	3.2785309343799995	-277.031378621	0.978413106478	52314	0.0168	0.9806100319840001	1.4428226045399999	-279.679024745	0.858801399908
1125	1759	34	1213	217.0	0.0589	0.5251	0.794665992832	0.405428720798	-167.838033828	-0.199206218861	'700113148.may1'	478	0.2117	0.61197255616	0.996623595389	-133.575872681	0.629987078903	239	0.1978	0.682667581848	1.48514349367	1.77529550015	-127.122428101	0.8876571983470001	24648	0.0354	0.8152775580410001	1.39601081549	-134.436893291	0.433006782466
1126	1826	61	1061	142.0	0.0458	0.5203	0.9075802704770001	0.427589603865	-267.309128021	-0.263315494835	'700015896.may1'	320	0.2227	0.636908592249	0.993387866371	-195.012717374	0.644998608252	594	0.0699	0.865374641619	-2.17494090153	3.05522445764	-183.910796578	0.982689514752	4800	0.0266	0.9249296202420001	1.53330962404	-185.19704548400003	0.940452789983
1127	1373	11	1244	385.0	0.1102	0.5511	0.582561401485	0.33686715570500003	-64.05108146149999	-0.986276808968	'700015968.may1'	718	0.244	0.498142645623	0.999289393304	-38.373975186100004	0.236974609797	193	0.136	0.577729557777	-41.6189276385	9.63957343757	-33.845259082300004	0.835182435801	239	0.1344	0.577871479449	1.5145253425799998	-34.4983244771	0.852586945872
1128	1159	49	215	107.0	0.16399999999999998	0.5264	0.56040418375	0.420990881418	-202.96041414299998	0.126157799201	'700111065.may1'	226	0.2392	0.6183720102929999	0.9911326490700001	-155.889381617	0.782933375473	1750	0.0427	0.868165796947	-9.97025558899	5.212676389009999	-150.655861469	0.934068824382	3718	0.0322	0.8817294875049999	1.5238060346000002	-151.21037371	0.905448692139
1129	12014	75	7456	801.0	0.0316	0.5124	0.930710977643	0.433623794856	-455.490894589	-2.13130036718	'700016637.may1'	2287	0.1615	0.690026790859	0.9991124177940001	-267.17347922700003	-0.0920769527348	3080	0.0327	0.944919513928	-6.6377214340999995	4.574030497240001	-237.983474387	0.937567796445	11011	0.0204	0.968483097958	1.5092027486300001	-237.417369997	0.956662053688
1131	2038	41	1161	217.0	0.0661	0.5225	0.7980028268800001	0.413097862069	-200.73703012299998	-0.387628774123	'700100448.may1'	494	0.2085	0.625639388341	0.9964483730529999	-140.462845244	0.645553410368	2495	0.0428	0.840392390297	-13.690118829200001	6.126074403119999	-132.381276478	0.9738722401090001	4200	0.0359	0.847944530961	1.4964047137	-132.796517816	0.963757347723
1134	2202	71	1011	152.0	0.0514	0.5183	0.850670295131	0.432427831185	-313.68819638400004	-0.9255202709020001	'700111624.may1'	351	0.2185	0.6470041577000001	0.993671483968	-202.885824998	0.20922542951499998	1138	0.0352	0.9368610445990001	-16.704067749100002	5.87429925007	-176.46778929599998	0.9708533042299999	1060	0.034	0.941465112508	1.66181635211	-176.38567302299998	0.972004133343
1136	6065	20	5873	1117.0	0.0533	0.5315	0.7099161374259999	0.37899104119800003	-134.25813851700002	-2.55805258926	'700105232.may1'	2580	0.1827	0.590752723411	0.999622597569	-72.1620316344	-0.264263444621	1216	0.0697	0.70420951911	-48.9939683108	10.8974302548	-61.9774506467	0.9629632444159999	712	0.0768	0.701671976989	1.51946355856	-62.18787355479999	0.9413784929510001
1137	2075	23	1351	344.0	0.0895	0.5302	0.677652112145	0.386587510047	-126.42316750299999	-0.8012476215019999	'700096548.may1'	745	0.2059	0.589372735004	0.998318677262	-81.23376901430001	0.45823817925099997	1601	0.0609	0.732518585421	-50.517510202299995	11.043974358	-74.3100239788	0.97168716613	1351	0.0633	0.731724818037	1.49445412266	-74.7572799105	0.962998462433
1138	2598	52	611	230.0	0.1294	0.5194	0.6267036009170001	0.42157957889700004	-254.86127340599998	0.0685635178551	'700109906.may1'	544	0.203	0.641982279063	0.99646768964	-197.60673833799999	0.872327944581	2379	0.0518	0.862132194097	-1.78727178634	3.5537430358699997	-194.915890276	0.969985991198	40264	0.024	0.90001926076	1.41675815442	-196.652487497	0.8516303463420001
1139	2961	86	491	175.0	0.1176	0.5174	0.653261213715	0.436240940031	-389.087240491	-0.162574369726	'700035541.may1'	422	0.2103	0.6596824703140001	0.994436605782	-281.11210462900004	0.6894132240180001	6031	0.0232	0.984298453782	-14.228946558299999	6.088422335650001	-266.25368802099996	0.9580789057729999	11594	0.0183	0.995245553744	1.52042831544	-266.939073098	0.939045959701
1140	5117	51	1478	462.0	0.1072	0.5172	0.6820935476700001	0.42183287921999996	-285.778395362	-0.46703434015100004	'700111336.may1'	1180	0.1804	0.6563961910130001	0.998464609666	-197.07370645400002	0.669324122376	10883	0.031	0.8878557020610001	-12.0574863848	6.329055315210001	-188.86349375700001	0.959005326347	30181	0.0249	0.895720027558	1.4260643819999999	-189.176596057	0.9365314405769999
1141	20613	81	18751	1293.0	0.0149	0.511	0.9914338522	0.435673968803	-529.518117581	-2.9511152065400004	'700110800.may1'	3915	0.15	0.703754830727	0.999480712403	-317.366953648	-0.217383176545	1283	0.0618	0.905995499973	-0.389110855647	2.7681951673799996	-287.01232635	0.944724458791	59295	0.0162	0.9883214660959999	1.44127994711	-291.305093461	0.847929792378
1142	3617	38	3331	411.0	0.0309	0.5205	0.838491763891	0.41066803444300004	-210.92061907	-3.1616353537800004	'700105792.may1'	988	0.1883	0.634226813431	0.9983704758959999	-115.649078445	-0.856641132016	350	0.0704	0.8062598001919999	-9.74732952393	4.6309095344	-94.38138838620002	0.887356201085	394	0.0624	0.8164889334350001	1.66645673605	-93.7801371108	0.8967068413670001
1143	549	60	210	42.0	0.0945	0.5429	0.853197406366	0.42768844424900004	-189.420113302	0.43346304734700003	'700033554.may1'	77	0.3022	0.596594368888	0.969688124955	-157.794852187	0.830730619065	113	0.1672	0.78323494967	-0.728304059737	2.0427595744200002	-151.782601756	0.968065540519	1101	0.0368	0.9110181428470001	1.6359936836500002	-154.779848289	0.868045307179
1148	4133	87	3728	243.0	0.0141	0.5146	1.0064964919	0.436983924858	-421.97183832800005	-3.3643086536299998	'700111212.may1'	614	0.1964	0.6696201298059999	0.996244861441	-240.91344735200002	-1.0612490212	286	0.0672	0.9256124914480001	-5.64522093908	3.4161844029000004	-191.604386471	0.9240980419239999	573	0.0389	0.968803555228	1.75142199433	-191.163602107	0.9355704178120001
1149	3923	35	2846	475.0	0.0515	0.5218	0.796230044989	0.40773664696999995	-200.01763905200002	-1.84638244491	'700097803.may1'	1143	0.1857	0.631140929996	0.9986599200290001	-112.77104509	-0.118503403432	944	0.0498	0.8105191222579999	-41.151999600100005	9.24160772012	-94.45565787940001	0.9300651633589999	691	0.0555	0.8073740612260001	1.60134469551	-95.1549826704	0.902809506189
1150	8502	44	5671	863.0	0.0471	0.5177	0.829418027134	0.416214215126	-275.49609881599997	-1.5767124165600002	'700021904.may1'	2288	0.1663	0.658722032412	0.999288083911	-163.975245616	0.23231926664000002	8577	0.0318	0.8631785905410001	-41.986445788299996	10.376631292699999	-147.957092956	0.978386871733	7314	0.0319	0.863505758847	1.47460920998	-148.352605604	0.9706844942239999
1151	2770	23	2637	460.0	0.0479	0.5295	0.737932438029	0.386976325055	-133.09974006	-2.8883639989499996	'700097899.may1'	1021	0.1977	0.593823340192	0.9988131756820001	-70.0129003668	-0.7431692449070001	239	0.0859	0.7223561673890001	-33.227764868499996	7.985862503160001	-55.265487828199994	0.889500681711	162	0.1029	0.715854365414	1.68301085686	-55.449540796899996	0.85250221079
1152	3034	18	3009	603.0	0.0565	0.535	0.688470120845	0.372770545986	-110.23727621100001	-4.29969745089	'700032474.may1'	1301	0.2003	0.570991598391	0.999261760088	-50.9810043616	-1.7634616800999998	74	0.1335	0.6665825302939999	-36.3259301453	7.78919444513	-35.0078604768	0.6747547401270001	42	0.1898	0.651569103908	1.8433225936900002	-35.242103862600004	0.627320613826
1153	607	43	119	61.0	0.2286	0.5359	0.597227122509	0.416048822143	-155.274773353	0.714951570189	'700110858.may1'	117	0.2764	0.593748046129	0.9828832671050001	-141.918384009	0.970783880769	178	0.1886	0.7166690984990001	0.89597617823	1.8007537598199999	-142.038006201	0.969266966455	8567	0.0319	0.8594877229279999	1.4643448784900002	-147.83390444	0.526297280647
