	0	HMP_geom	HMP_mete	HMP_zipf	EMPclosed_geom	EMPclosed_mete	EMPclosed_zipf
0	0	-0.5906133500972931	0.5205247123853866	0.8562028557482584	-0.5242561940436001	0.5622536285070495	0.4582579921423961
1	1	-0.5497576775057059	0.5362342942596517	0.8728014750013535	-0.4032169735249047	0.5568086380200927	0.5003883693439967
2	2	-0.5528851652284704	0.516019589789703	0.8711825907044237	-0.4042865778380143	0.5669253533115748	0.4737496203030772
3	3	-0.5634927930920838	0.5047927650235069	0.8770040904113744	-0.386970671600302	0.534765864383833	0.49240184390825287
4	4	-0.5924173257780437	0.5034443685498452	0.8353161054522884	-0.4379373136503857	0.5829116243109752	0.4515595298448361
5	5	-0.5549968209068662	0.5145563235539821	0.8623461463795631	-0.4607399963442158	0.5325907270089196	0.40023784803122237
6	6	-0.53112922518879	0.5182306957721812	0.8146082845197009	-0.42923198941441365	0.5464685987868534	0.4286359062875325
7	7	-0.5833324959802767	0.5061701464604809	0.8129102655068321	-0.41930013719450276	0.567941737378151	0.4969122569065002
8	8	-0.4781751827716572	0.4966589983799405	0.8416242163140762	-0.4297741088756752	0.5390919262962202	0.5072604800376427
9	9	-0.521202326668179	0.538121463693923	0.8570812179959212	-0.42122678150924464	0.5403623270782484	0.5117929960106873
10	10	-0.5027971227379185	0.5397773300857087	0.8458415978969761	-0.46339790857862895	0.5570196742628594	0.4573997719591556
11	11	-0.5390841684734703	0.5310106058487809	0.8710857830627997	-0.3871424182244297	0.5567113875819668	0.4833225391055083
12	12	-0.5386503538413789	0.5222748661683908	0.8706614013315572	-0.4171884795610804	0.5520744138422008	0.41332266770671
13	13	-0.5082026201509047	0.5104008679722052	0.8488738575128412	-0.4495888004640713	0.5697166360166667	0.484783548297773
14	14	-0.5371279065179737	0.5328488345686794	0.8703046017811452	-0.41300483763319856	0.5671013946566061	0.4425034920513086
15	15	-0.5605463246055394	0.4995413785121799	0.8647968965135819	-0.3748353593655977	0.5631529397822324	0.430473853778258
16	16	-0.5646786945195457	0.4971939548569982	0.8638817293988541	-0.43609700782945254	0.5582951530627733	0.5207104388880589
17	17	-0.5429106289781689	0.5341676372009015	0.8800241521504681	-0.48852602243348114	0.550644720375101	0.5022230658924043
18	18	-0.6302773702094282	0.48157269182796714	0.8303109448550875	-0.4347192277933409	0.5689800583874269	0.4391505107016139
19	19	-0.5970612109386452	0.5353665771305934	0.8596088286239387	-0.40983826407356455	0.5684479137464326	0.43999516840854797
20	20	-0.5084445183372952	0.5031832488356005	0.8410945691997065	-0.4012678250261515	0.5637767448170055	0.45535178735915033
21	21	-0.5522802719314596	0.5091762127138652	0.8450809087567914	-0.38947884821574347	0.58218622130216	0.46985413804329185
22	22	-0.589643080154249	0.5161223867132053	0.8716415961608384	-0.4573707634936545	0.5619835462025583	0.39803954883856285
23	23	-0.5487572788586891	0.5174360968975398	0.8499883676957304	-0.4312946261316632	0.5792070782385599	0.49939699676457794
